"file","subject","time","condition","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","P0_Q1","P0_Q2","P0_Q3","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","posimgs","age","gender","pics","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","SMS5","SVS","ITW","ITW_group","stimulus","qbit","accuracy","Q0","autonomie1","autonomie2","autonomie3","BF"
334,"1oj0kzazn8pwuk1e","2023-11-08T13:14:35Z","save",0,5,1,3,0,5,4,8,0,1,4,3,1,5,11,30,"male",13,1,3,1,2,0,1,5.666666666666667,0.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.625908023742566
335,"teqontrfvu9yz4za","2023-11-08T13:31:22Z","save",3,3,1,5,2,5,4,5,5,2,4,4,4,4,12,28,"männlich",11,3,1,1,1,1,2,4.666666666666667,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.6382287387871363
339,"c6546xfvkpb72da8","2023-11-08T16:09:01Z","save",1,4,2,3,3,7,7,6,4,4,1,1,4,1,20,28,"female",11,2,3,4,4,4,2.2,6.666666666666667,4,"high",NA,NA,NA,NA,NA,NA,NA,0.6509204321422923
341,"yeasln0yzg0lj367","2023-11-08T16:34:14Z","save",3,4,5,3,3,5,4,5,3,3,3,3,3,3,17,58,"male",15,2,3,2,2,2,3.2,4.666666666666667,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.7194059368981007
345,"71x3l459hfpnxzb3","2023-11-08T20:11:23Z","save",2,5,5,3,3,5,6,7,4,4,3,2,2,3,15,42,"male",9,1,3,2,3,2,2.8,6,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.7035097719102289
347,"9cvv37lzu2j1asbg","2023-11-08T22:06:38Z","save",4,5,1,5,0,5,5,7,2,2,2,3,4,5,13,26,"männlich",11,1,1,3,2,0,1.4,5.666666666666667,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.7181158832641527
351,"ku5ngf5doobypb7y","2023-11-09T14:21:54Z","save",6,2,4,2,6,3,4,2,4,3,3,3,3,3,5,20,"female",7,4,4,2,2,2,4.8,3,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.6721716744643554
354,"1c06rp33wuuy29zj","2023-11-09T16:05:04Z","save",6,4,4,4,0,8,5,9,4,4,1,0,4,2,8,19,"weiblich",8,2,2,4,5,3,2.8,7.333333333333333,4,"high",NA,NA,NA,NA,NA,NA,NA,0.6440197788172308
356,"str0o7s8wzn51buw","2023-11-09T20:07:09Z","save",0,0,0,6,0,7,6,10,5,5,5,1,5,5,9,27,"männlich",11,6,0,0,4,0,1.2,7.666666666666667,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.6568175502822987
359,"tftn3882mbmj3guj","2023-11-10T07:19:09Z","save",1,4,2,3,3,5,5,5,5,4,1,0,5,1,10,21,"female",9,2,3,4,5,4,2.2,5,4.5,"high",NA,NA,NA,NA,NA,NA,NA,0.6428755984421279
360,"h46hm3xkcxfl60tm","2023-11-10T09:25:53Z","save",0,4,0,5,0,10,8,10,2,2,3,2,2,2,10,57,"male",7,2,1,2,3,3,0.6,9.333333333333334,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.6038249098568303
362,"f37h1st8hlpv4uzf","2023-11-10T12:41:58Z","save",4,3,3,2,4,7,4,7,5,3,5,5,3,5,8,22,"männlich",10,3,4,0,0,0,3.6,6,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.6033848041230602
363,"k2qal5svovfqqoh2","2023-11-10T14:30:02Z","save",2,3,2,4,1,8,6,8,4,5,3,2,5,5,10,33,"männlich",11,3,2,2,3,0,2,7.333333333333333,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.6149967756334546
364,"560bsunt42ktm1m7","2023-11-10T14:36:33Z","save",2,4,0,6,0,10,10,10,0,0,2,5,4,0,10,35,"männlich",8,2,0,3,0,5,0.8,10,2,"low",NA,NA,NA,NA,NA,NA,NA,0.5902732358165751
365,"dsl6aewltd5dcgvo","2023-11-10T16:02:04Z","save",6,4,6,2,6,10,10,8,5,5,0,3,5,5,5,38,"weiblich",8,2,4,5,2,0,4.8,9.333333333333334,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.5670043887017525
367,"pql2lyj82mqoudg2","2023-11-10T17:49:04Z","save",4,4,1,3,1,7,4,7,4,4,1,1,2,2,14,22,"weiblich",12,2,3,4,4,3,2.2,6,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.5887107636604505
368,"000ztncgyc90urxy","2023-11-10T19:02:41Z","save",2,2,3,2,2,3,2,4,3,2,1,1,4,1,15,45,"weiblich",14,4,4,4,4,4,3,3,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.635521589985077
369,"b4rewbw0far7yzet","2023-11-10T21:39:34Z","save",2,4,3,3,1,8,8,8,4,4,3,3,1,3,11,36,"female",8,2,3,2,2,2,2.2,8,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.6096729547156106
370,"do210353mzy7e86n","2023-11-11T10:43:29Z","save",0,4,1,3,0,8,8,8,2,1,3,3,2,3,14,22,"female",12,2,3,2,2,2,1.2,8,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,0.6337654616399444
371,"h5a93yh3247xws0x","2023-11-11T10:48:28Z","save",0,3,5,6,3,5,5,3,4,4,1,2,4,3,4,50,"female",6,3,0,4,3,2,2.2,4.333333333333333,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.5835751709736617
372,"y73atwyag1788x3e","2023-11-11T10:58:49Z","save",6,6,3,6,1,10,3,10,3,4,4,4,5,4,10,22,"männlich",11,0,0,1,1,1,2,7.666666666666667,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.5945499406765582
375,"vdxw5q6rkmw1uwqp","2023-11-13T14:05:19Z","save",0,5,1,4,3,4,1,5,3,3,3,2,2,2,6,22,"männlich",7,1,2,2,3,3,1.4,3.333333333333333,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.5599842371336172
376,"cpmoz257cba1qwqa","2023-11-13T15:15:59Z","save",5,6,5,3,1,10,6,10,0,1,3,4,2,5,14,60,"weiblich",9,0,3,2,1,0,2.8,8.666666666666666,1,"low",NA,NA,NA,NA,NA,NA,NA,0.5490116241768525
379,"axq4ph57kcgzqaxh","2023-11-13T20:27:00Z","save",4,3,5,3,2,5,5,5,0,0,3,2,3,3,7,22,"male",7,3,3,2,3,2,3.4,5,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.5183389251083788
381,"50ja1rboy2o4cmfj","2023-11-13T21:57:32Z","save",0,6,3,4,0,10,10,10,1,1,3,2,2,2,10,23,"male",10,0,2,2,3,3,1,10,2,"low",NA,NA,NA,NA,NA,NA,NA,0.5179496777600142
382,"qmdvm3opvcxjqye7","2023-11-13T22:28:20Z","save",0,3,0,4,0,8,7,7,5,5,1,1,4,1,17,22,"männlich",13,3,2,4,4,4,1,7.333333333333333,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5465521393958415
383,"mh1p3wo2xksux2cd","2023-11-13T22:42:18Z","save",0,5,2,6,2,5,4,8,4,3,3,2,2,4,9,19,"male",8,1,0,2,3,1,1,5.666666666666667,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.525973366769176
388,"ns7pjhwzclxpdxyd","2023-11-14T08:04:59Z","save",3,6,4,1,2,7,6,6,5,4,2,2,4,2,13,22,"male",11,0,5,3,3,3,2.8,6.333333333333333,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.5353265968360027
390,"jdj4wko8zn7dhs6o","2023-11-15T20:35:47Z","save",5,4,2,5,1,8,5,7,4,4,3,1,3,2,15,22,"männlich",12,2,1,2,4,3,2.2,6.666666666666667,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5550793657356776
391,"mgc948owgqymz80n","2023-11-15T23:44:25Z","save",6,3,1,3,0,2,0,4,4,4,1,1,4,1,9,20,"weiblich",9,3,3,4,4,4,2.6,2,4,"high",NA,NA,NA,NA,NA,NA,NA,0.544268107421217
393,"m3xzq76mtxkrqsya","2023-11-16T15:18:03Z","save",0,6,1,3,0,7,6,8,1,1,4,4,1,4,7,23,"female",8,0,3,1,1,1,0.8,7,1,"low",NA,NA,NA,NA,NA,NA,NA,0.5238115593576361
395,"8udb284e7t7asdr8","2023-11-18T14:12:19Z","save",4,4,4,2,3,8,8,8,4,2,0,0,5,0,5,33,"female",11,2,4,5,5,5,3.4,8,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5331128120495164
396,"1za6g6xb8dy5ekxw","2023-11-19T16:56:31Z","save",0,1,0,4,1,0,0,0,4,4,3,2,4,2,9,21,"weiblich",11,5,2,2,3,3,1.6,0,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,0.5426717277341903
397,"zgutyfff4r1oc163","2023-11-19T17:31:02Z","save",5,1,5,6,4,1,1,1,3,3,5,0,3,3,7,24,"female",9,5,0,0,5,2,3.8,1,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,0.532205166278737
398,"a2x4jq8tmyd7adqn","2023-11-19T18:12:21Z","save",0,5,0,5,0,8,6,9,4,4,1,2,3,1,10,31,"weiblich",12,1,1,4,3,4,0.4,7.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.5518127724188443
400,"togd129y46b4r6r0","2023-11-19T19:18:21Z","save",0,6,3,6,0,4,5,5,5,5,2,2,2,2,10,22,"female",9,0,0,3,3,3,0.6,4.666666666666667,3.5,"high",NA,NA,NA,NA,NA,NA,NA,0.5410867904578248
401,"45p5p63p3wrmx840","2023-11-19T19:19:43Z","save",4,4,3,2,1,2,4,4,5,5,0,0,3,0,10,28,"female",10,2,4,5,5,5,2.8,3.333333333333333,4.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,0.5406953537092789
404,"opts168kp8a1xghx","2023-11-19T21:02:06Z","save",2,2,1,4,3,7,8,6,4,4,4,4,4,4,10,22,"female",9,4,2,1,1,1,2.4,7,2.5,"low",NA,NA,NA,NA,NA,NA,NA,0.5302755179576295
405,"zr34mlfel3ay9lwc","2023-11-20T11:11:38Z","save",6,6,0,6,0,7,0,8,0,0,5,5,0,5,10,30,"weiblich",10,0,0,0,0,0,1.2,5,0,"low",NA,NA,NA,NA,NA,NA,NA,0.5298906712265542
184,"57wz34aeaz2687t5","2023-12-06T17:36:13Z","save",1,5,0,6,0,8,8,9,4,4,3,2,4,2,14,58,"weiblich",14,1,0,2,3,3,0.4,8.333333333333334,3.333333333333333,"high",NA,NA,NA,"Generell gut, aber es ist sehr viel zu tun.",4,1,1,0.5697767752642652
7,"gr10loblas31yqmv","2023-12-06T21:36:56Z","save",2,5,4,3,4,4,4,4,2,2,2,2,2,4,15,28,"weiblich",13,1,3,3,3,1,2.8,4,2.166666666666667,"low",NA,NA,NA,"Sehr wohl und glücklich, gut in meinem Körper",2,1,1,0.6026937420734856
8,"1lq3m2trywhp3hu0","2023-12-07T05:32:43Z","save",5,1,3,1,3,3,3,3,2,2,2,4,2,4,10,32,"weiblich",11,5,5,3,1,1,4.2,3,1.833333333333333,"low",NA,NA,NA,"Müde, Blicke auf einen vollen Tag. ",0,0,0,0.6141843581073348
9,"vkx3yb7jo4j471fe","2023-12-07T06:58:18Z","save",6,3,6,2,6,2,2,2,4,3,1,1,3,2,8,33,"weiblich",9,3,4,4,4,3,5,2,3.5,"high",NA,NA,NA,"Ich bin ausgeschlafen, neugierig und ein bisschen skeptisch, was jetzt passiert.",1,1,1,0.6016780533512653
10,"xs4y2hmzgsun2vr0","2023-12-07T07:30:58Z","save",5,2,5,1,5,2,2,2,4,4,3,4,3,4,6,32,"weiblich",7,4,5,2,1,1,4.8,2,2.5,"low",NA,NA,NA,"Ausgelaugt und unfit",0,0,0,0.5666144838596812
12,"rvl7qfst5rgd7fam","2023-12-07T10:50:03Z","save",0,4,0,5,5,7,7,7,4,4,2,2,4,3,15,32,"weiblich",12,2,1,3,3,2,1.6,7,3.333333333333333,"high",NA,NA,NA,"Ich fühle mich heute produktiv und kreativ.",1,1,1,0.5880865516967996
186,"5l5v8qthx0r8bdes","2023-12-07T13:32:04Z","save",0,5,1,3,0,7,6,6,3,3,2,2,2,2,19,58,"männlich",6,1,3,3,3,3,1,6.333333333333333,2.833333333333333,"high",NA,NA,NA,"gut, etwas müde",4,1,0,0.5434669784267183
188,"qhcqe2jh6mqkywm0","2023-12-07T16:53:34Z","save",0,5,0,4,0,5,5,7,0,0,0,0,0,0,12,45,"weiblich",13,1,2,5,5,5,0.6,5.666666666666667,2.5,"low",NA,NA,NA,"Ich fühle mich gut 👍 ",1,1,1,0.574021367131752
189,"yb0vsgknasad22ss","2023-12-07T17:06:09Z","save",0,4,2,3,0,7,3,5,0,2,3,3,3,3,7,56,"weiblich",11,2,3,2,2,2,1.4,5,1.833333333333333,"low",NA,NA,NA,"recht neutral",4,1,1,0.5846540151367323
190,"7bey5geu87f6e5ku","2023-12-07T17:09:26Z","save",0,5,1,6,1,9,8,8,1,2,4,4,2,4,16,59,"männlich",13,1,0,1,1,1,0.6,8.333333333333334,1.333333333333333,"low",NA,NA,NA,"Ich bin gespannt,  was mich erwartet ",4,3,3,0.6186470303321447
257,"3bagf5evdxnqbf3t","2023-12-07T17:23:13Z","save",3,3,1,3,2,2,2,2,5,5,1,2,4,2,10,60,"female",8,3,3,4,3,3,2.4,2,4,"high",NA,NA,NA,"Tired. ",2,2,2,0.5941195118847716
259,"laak228ublrj0wbh","2023-12-07T17:33:18Z","save",0,0,4,1,4,6,6,7,3,3,4,4,4,4,6,56,"female",7,6,5,1,1,1,3.8,6.333333333333333,2.166666666666667,"low",NA,NA,NA,"I feel well. ",0,0,0,0.5599230699450619
260,"80f450ypfk5nd5jc","2023-12-07T17:36:01Z","save",4,5,5,3,3,2,2,2,3,3,1,1,3,1,10,47,"female",13,1,3,4,4,4,3.2,2,3.5,"high",NA,NA,NA,"I feel tired - haven‘t got much sleep last night",2,1,2,0.591736992536095
194,"22bed068pv6xr4vd","2023-12-07T17:45:52Z","save",1,4,1,4,0,6,5,8,4,4,2,2,3,1,10,36,"männlich",10,2,2,3,3,4,1.2,6.333333333333333,3.5,"high",NA,NA,NA,"Müde.",3,0,0,0.5913337884744477
98,"kqlwl5g3jrh2pn5d","2023-12-07T18:09:25Z","save",2,5,5,4,0,8,7,7,1,2,1,1,4,1,6,41,"female",6,1,2,4,4,4,2,7.333333333333333,3.166666666666667,"high",NA,NA,NA,"I’m feeling good, just a bit tired and sick with a cold",4,4,2,0.5466455949978427
196,"99dvddxxlxlm4agq","2023-12-07T18:26:22Z","save",2,3,3,2,0,7,6,7,2,3,2,2,4,3,5,45,"weiblich",6,3,4,3,3,2,2.4,6.666666666666667,2.833333333333333,"high",NA,NA,NA,"Bisschen erkältet und erschöpft ",2,2,1,0.5069907335898796
99,"vmvcz0801pok1r6k","2023-12-07T18:59:34Z","save",2,3,1,4,3,8,8,8,4,4,2,3,3,2,4,47,"male",8,3,2,3,2,3,2.2,8,3.166666666666667,"high",NA,NA,NA,"Like The Door’s song: “Waiting for the Sun”",2,2,2,0.48883885335422844
200,"j5fns94du53xfes4","2023-12-07T21:16:40Z","save",0,4,1,5,0,6,5,8,2,2,3,2,2,2,15,57,"weiblich",8,2,1,2,3,3,0.8,6.333333333333333,2.333333333333333,"low",NA,NA,NA,"Gut und etwas gespannt, wie es hier weitergeht",2,1,1,0.4716544127176885
265,"pdbmtcb655rhgb58","2023-12-07T21:23:35Z","save",4,1,5,0,4,1,1,3,4,3,0,0,4,0,14,50,"female",6,5,6,5,5,5,4.8,1.666666666666667,4.333333333333333,"high",NA,NA,NA,"I am anxious and overwhelmed and sad about the state of the world.",0,0,0,0.4400115917335939
266,"1c5cjsehhrx2zywd","2023-12-07T21:29:39Z","save",0,5,4,1,3,7,5,5,0,5,1,2,0,0,7,17,"male",5,1,5,4,3,5,2.6,5.666666666666667,2.833333333333333,"high",NA,NA,NA,"I feel tired but very happy and fulfilled after a great day out with friends. ",2,2,2,0.40496602782221675
201,"6abbx4f52hgcsxk7","2023-12-07T21:34:17Z","save",4,2,3,0,3,0,0,2,2,3,1,1,5,1,12,37,"männlich",11,4,6,4,4,4,4,0.666666666666667,3.666666666666667,"high",NA,NA,NA,"Müde und glücklich durch die Geburt eines Kindes ",0,1,0,0.41109122363400563
205,"pkrzxd97agqsd0gw","2023-12-08T03:08:34Z","save",0,2,0,4,0,5,0,5,2,4,2,3,1,4,5,52,"männlich",8,4,2,3,2,1,1.2,3.333333333333333,2.166666666666667,"low",NA,NA,NA,"Frustriert, weil mein Football Team so schlecht spielt.",1,2,1,0.39795796304298364
267,"zfvyqdhdtsvwxq5m","2023-12-08T06:13:57Z","save",0,5,1,2,0,8,5,10,3,2,1,1,5,2,12,32,"female",10,1,4,4,4,3,1.2,7.666666666666667,3.5,"high",NA,NA,NA,"I feel tired and hopeful.",4,1,2,0.3976552235894314
268,"qy1f780h2zmdtcaj","2023-12-08T06:32:09Z","save",3,4,3,5,0,7,7,4,3,3,2,1,1,2,17,36,"female",13,2,1,3,4,3,1.8,6,2.833333333333333,"high",NA,NA,NA,"I am tired but Happy that it's friday.",1,0,3,0.41644736850163777
206,"11x0kb0xanuj1q56","2023-12-08T06:42:54Z","save",2,2,4,2,1,1,1,2,2,2,4,3,3,4,10,24,"weiblich",7,4,4,1,2,1,3,1.333333333333333,1.833333333333333,"low",NA,NA,NA,"Ich fühle mich gut aber ein bisschen müde.",1,0,0,0.3967090561764573
270,"m80v060nsr4o53xd","2023-12-08T06:57:03Z","save",3,5,1,4,3,5,8,8,4,4,1,1,4,1,12,47,"female",7,1,2,4,4,4,2,7,4,"high",NA,NA,NA,"I am feeling relaxed and happy plus looking forward to helping on this survey.",2,2,3,0.37841716265907427
208,"teq1acdey6wphxyr","2023-12-08T08:41:29Z","save",0,3,1,4,0,10,10,10,3,2,4,3,2,3,13,25,"weiblich",12,3,2,1,2,2,1.2,10,2,"low",NA,NA,NA,"gespannt auf den Tag",3,1,2,0.3897914467852781
272,"3jantgf3n4lqcy5n","2023-12-08T08:42:10Z","save",0,6,0,6,0,9,9,9,1,1,3,2,1,3,14,55,"female",13,0,0,2,3,2,0,9,1.666666666666667,"low",NA,NA,NA,"Relaxed",1,3,3,0.4079517188525488
273,"d03h6qk1mo04pdk4","2023-12-08T09:09:14Z","save",6,4,5,0,3,0,0,1,0,0,5,5,0,5,15,60,"female",11,2,6,0,0,0,4.4,0.333333333333333,0,"low",NA,NA,NA,"I am tired. ",3,0,2,0.41412847418774124
275,"qx9jv9oob3t9z8kj","2023-12-08T09:21:04Z","save",0,4,2,3,2,8,8,8,3,2,3,3,1,3,15,20,"female",6,2,3,2,2,2,1.8,8,2,"low",NA,NA,NA,"A little tired after just waking up but other than that good ",0,1,3,0.38846496244949547
276,"vyw9bxzbht7eyvju","2023-12-08T09:24:38Z","save",5,1,1,1,1,4,8,9,3,1,4,3,1,4,11,27,"male",10,5,5,1,2,1,3.4,7,1.5,"low",NA,NA,NA,"Exhausted",1,1,3,0.3881717891076431
277,"hnf8zy3g7c6hhjb4","2023-12-08T09:37:04Z","save",5,2,5,3,2,7,7,6,5,4,1,1,4,1,16,27,"male",16,4,3,4,4,4,3.8,6.666666666666667,4.166666666666667,"high",NA,NA,NA,"honestly not too great, i hope through willpower i can increase my mood a bit.
",4,4,4,0.42527267071915353
209,"1avy7f7p6mv4ns2u","2023-12-08T09:39:41Z","save",2,3,0,4,1,8,8,8,2,3,3,3,3,3,15,55,"weiblich",13,3,2,2,2,2,1.6,8,2.333333333333333,"low",NA,NA,NA,"Es geht mir gut, ich bin gespannt, wie der Test funktioniert und hoffe, dass ich möglichst viele positive Bilder sehe!
",3,2,2,0.4458336165897425
305,"32fnc08tjx9k58zl","2023-12-08T10:01:38Z","save",0,4,0,2,1,5,3,3,5,5,1,2,1,1,13,22,"männlich",8,2,4,4,3,4,1.4,3.666666666666667,3.666666666666667,"high",NA,NA,NA,"Ich bin etwas müde aber trotzdem bin ich recht zufrieden und gut gelaunt.",1,0,1,0.4311593386507571
278,"xrtujbppv4qtja5k","2023-12-08T10:20:58Z","save",1,4,1,5,1,8,8,9,1,2,3,4,1,3,13,27,"male",11,2,1,2,1,2,1.2,8.333333333333334,1.5,"low",NA,NA,NA,"I am feeling good.",3,2,1,0.43783555770409294
279,"r07eb8qk5xv4q01x","2023-12-08T10:26:35Z","save",3,6,0,5,0,8,6,6,4,4,1,1,2,2,12,30,"male",13,0,1,4,4,3,0.8,6.666666666666667,3.5,"high",NA,NA,NA,"tired, grateful, motivated, calm",2,1,1,0.4593064992017474
212,"sygherqtvnguq8px","2023-12-08T11:35:13Z","save",2,2,3,2,2,3,4,4,5,5,2,1,4,0,11,25,"weiblich",9,4,4,3,4,5,3,3.666666666666667,4.333333333333333,"high",NA,NA,NA,"Minimal gestresst, aber das ist Normalzustand, also recht neutral.",0,1,1,0.45141239729704563
213,"ma95z0kuazn9vxem","2023-12-08T12:02:18Z","save",0,2,0,0,0,10,7,10,2,2,4,3,2,3,19,60,"weiblich",10,4,6,1,2,2,2,9,1.833333333333333,"low",NA,NA,NA,"Ich fühle mich gut",2,2,3,0.45109037282836384
215,"k5pne4y3t1vub97z","2023-12-08T12:28:35Z","save",0,6,0,4,0,6,6,8,2,3,2,2,3,2,14,60,"weiblich",8,0,2,3,3,3,0.4,6.666666666666667,2.833333333333333,"high",NA,NA,NA,"Ich bin entspannt.",1,1,1,0.43615327570296875
282,"opxphujmhye45dk3","2023-12-08T12:59:53Z","save",3,0,2,0,6,2,2,2,4,4,0,0,3,0,9,22,"female",10,6,6,5,5,5,4.6,2,4.333333333333333,"high",NA,NA,NA,"Intrigued",0,1,1,0.43584004328129416
283,"adlzz02hkrn2scan","2023-12-08T13:06:34Z","save",4,3,5,3,1,4,3,3,1,3,2,1,3,1,10,28,"female",11,3,3,3,4,4,3.2,3.333333333333333,3,"high",NA,NA,NA,"tired but good, relaxed",0,0,0,0.4426379334088469
428,"9t1ew5kpo0qjl1hy","2023-12-08T13:21:04Z","save",0,6,0,6,0,8,6,7,5,5,1,1,4,2,11,25,"weiblich",10,0,0,4,4,3,0,7,4.166666666666667,"high",NA,NA,NA,"Es geht mir gut.",3,1,1,0.44232254380326635
430,"7rd7n5lvyn4frget","2023-12-08T13:24:58Z","save",1,3,1,3,0,2,2,2,4,4,3,3,3,2,9,24,"männlich",14,3,3,2,2,3,1.6,2,3,"high",NA,NA,NA,"Ich fühle mich entspannt und einigermaßen ausgeglichen, danke der Nachfrage. ",1,0,0,0.471734463087476
431,"0qah1k4902lgf26f","2023-12-08T13:29:39Z","save",0,4,3,3,0,7,3,5,4,3,2,2,2,2,15,24,"weiblich",11,2,3,3,3,3,1.6,5,3,"high",NA,NA,NA,"Ich fühle mich gut",2,3,3,0.4794060006621804
307,"4jnvafq63gs9llrg","2023-12-08T13:32:56Z","save",1,4,2,3,1,7,8,7,2,3,1,3,2,3,15,23,"weiblich",12,2,3,4,2,2,1.8,7.333333333333333,2.5,"low",NA,NA,NA,"Ich bin sehr müde.",3,1,1,0.49558423355008097
433,"3678d0wycf9yf80z","2023-12-08T13:38:16Z","save",0,4,1,4,0,7,5,7,5,5,1,3,1,1,10,26,"weiblich",8,2,2,4,2,4,1,6.333333333333333,3.5,"high",NA,NA,NA,"Mischung aus: 
etwas gestresst generell durch lernen auf Prüfung

 aber da der Tag gut läuft bin ich zufrieden mit mir und fühle mich gut  ",1,1,2,0.47839839721242217
284,"uhbr1nylrtqo8um5","2023-12-08T14:04:55Z","save",3,5,4,4,1,4,5,8,3,1,0,1,2,2,8,24,"female",11,1,2,5,4,3,2.2,5.666666666666667,3,"high",NA,NA,NA,"I feel calm",1,1,2,0.48623857610367915
438,"azgvqm88x6bxg2g5","2023-12-08T14:07:22Z","save",4,3,2,2,0,7,2,5,2,2,2,2,1,2,15,23,"weiblich",13,3,4,3,3,3,2.6,4.666666666666667,2.333333333333333,"low",NA,NA,NA,"müde",4,3,2,0.5113559042714001
440,"90cxeg12vsxy0wop","2023-12-08T14:30:56Z","save",0,5,0,6,0,10,8,9,2,2,3,4,3,3,17,64,"weiblich",8,1,0,2,1,2,0.2,9,2,"low",NA,NA,NA,"Ich bin generell zufrieden mit mir und meinem Leben, im Moment weil ich mit meiner Arbeit fertig bin und nun Zeit für mich allein habe ",4,4,4,0.4933667275670819
442,"k0klr83319gzycsv","2023-12-08T15:08:23Z","save",5,3,4,2,3,3,2,4,3,3,4,2,2,3,14,26,"männlich",11,3,4,1,3,2,3.8,3,2.333333333333333,"low",NA,NA,NA,"Ich bin krank und erschöpft ",2,1,1,0.5015785445025781
443,"61n9sf43eaj4jp1k","2023-12-08T15:13:45Z","save",0,4,0,4,0,6,7,7,1,3,3,1,2,3,12,25,"weiblich",10,2,2,2,4,2,0.8,6.666666666666667,2.333333333333333,"low",NA,NA,NA,"Ich fühle mich gut. ",4,4,2,0.5012397753448694
285,"mb1r14n741opavr3","2023-12-08T15:16:33Z","save",1,5,2,4,1,8,6,7,2,2,3,3,1,3,10,27,"male",10,1,2,2,2,2,1.4,7,1.833333333333333,"low",NA,NA,NA,"Groggy",1,1,2,0.5009017333225557
444,"y6cudrw9f993qlrl","2023-12-08T15:19:49Z","save",1,4,1,4,1,8,5,7,3,3,2,2,2,2,10,62,"männlich",10,2,2,3,3,3,1.4,6.666666666666667,2.833333333333333,"high",NA,NA,NA,"Müde und abgespannt ",2,2,1,0.5005644157157634
217,"0j1jsnehrjtqmw42","2023-12-08T15:49:31Z","save",0,5,2,5,0,9,9,9,4,4,3,1,4,1,10,25,"weiblich",10,1,1,2,4,4,0.8,9,3.666666666666667,"high",NA,NA,NA,"ich fühle mich gemütlich und entspannt",1,0,0,0.5002278198189674
15,"ghvjm8mkp56xbyy1","2023-12-08T16:25:46Z","save",4,2,4,1,3,7,5,6,3,4,3,1,3,3,10,35,"weiblich",10,4,5,2,4,2,4,6,3,"high",NA,NA,NA,"Ich bin erschöpft und gestresst, aber auch etwas zufrieden ",1,0,0,0.49989194294147143
218,"cf9aen4fwpoym7m4","2023-12-08T16:33:23Z","save",0,6,0,6,0,9,8,9,1,1,4,3,0,4,15,58,"männlich",15,0,0,1,2,1,0,8.666666666666666,1,"low",NA,NA,NA,"Ich fühle mich im Moment körperlich angestrengt und etwas müde.",1,1,1,0.5442950274509879
308,"vjavpeo1k8qfwfn4","2023-12-08T16:33:24Z","save",1,5,0,2,0,7,3,9,5,4,4,1,4,0,13,21,"weiblich",13,1,4,1,4,5,1.2,6.333333333333333,3.833333333333333,"high",NA,NA,NA,"Ich fühle mich entspannt und ausgeglichen.",3,3,3,0.5739093473988086
310,"z8k5mnbb8zuzxp78","2023-12-08T16:41:08Z","save",0,4,1,3,1,8,6,9,3,3,2,2,3,2,15,56,"weiblich",10,2,3,3,3,3,1.4,7.666666666666667,3,"high",NA,NA,NA,"Geschafft von der Arbeit und freue mich auf den Abend mit Familie.",2,2,4,0.5735423229623401
312,"x9f1zn1ndr26r0hr","2023-12-08T16:51:02Z","save",6,1,6,2,5,1,1,1,4,3,5,1,5,1,16,18,"männlich",8,5,4,0,4,4,5.2,1,3.333333333333333,"high",NA,NA,NA,"Ich fühle mich gut,.",2,2,2,0.5522782389220625
314,"t45845zg2j7bgw94","2023-12-08T17:24:59Z","save",3,3,4,2,3,4,4,4,3,4,2,1,1,1,7,29,"weiblich",10,3,4,3,4,4,3.4,4,3.166666666666667,"high",NA,NA,NA,"Im Moment fühle ich mich körperlich und emotional sehr erschöpft.",2,1,1,0.5519217671406592
