"subject_id","date","de.sum","av.sum","oc.sum","Age","Sex","V1.SQ001.","V1.SQ002.","V1.SQ003.","V1.SQ004.","V1.SQ005.","V1.SQ006.","V1.SQ007.","V1.SQ008.","V1.SQ009.","V1.SQ010.","V1.SQ011.","V1.SQ012.","V1.SQ013.","V1.SQ014.","V1.SQ015.","V2.SQ001.","V2.SQ002.","V2.SQ003.","V2.SQ004.","V2.SQ005.","V2.SQ015.","V2.SQ006.","V2.SQ007.","V2.SQ008.","V2.SQ009.","V2.SQ010.","V2.SQ011.","V2.SQ012.","V2.SQ013.","V2.SQ014.","study","de.check","su.check","zw.check","score.de","score.av","score.oc","score.t","de.group","av.group","oc.group"
"RM_31nwos1p","2020-04-14T22:00:00Z",13,16,14,"A1","M",1,2,2,2,3,3,3,2,2,2,2,1,2,3,3,3,1,3,2,3,1,3,4,2,3,2,3,2,3,2,2,1834,2079,2478,2.3,2.8,1.9,2.33333333333333,"high","high","low"
"RM_ky6x524t","2020-04-14T22:00:00Z",13,14,14,"A1","M",2,1,1,4,4,2,1,3,3,2,1,1,2,3,1,2,1,4,2,4,1,4,2,3,2,1,1,3,3,1,2,2261,10303,2411,2.3,2.3,1.9,2.16666666666667,"high","high","low"
"RM_gew6t50t","2020-04-15T22:00:00Z",17,19,15,"A2","M",1,3,4,2,2,4,3,2,4,3,1,1,4,4,4,2,2,2,2,1,3,2,4,3,2,3,2,4,1,3,2,2999,8442,3512,2.8,2.4,2.6,2.6,"high","high","high"
"RM_b34j01hv","2020-04-15T22:00:00Z",12,11,9,"A3","M",2,3,4,3,2,3,2,3,2,2,3,3,2,2,3,4,3,2,3,3,3,2,3,2,3,3,2,3,2,3,2,3852,3263,2503,2.9,2.5,2.6,2.66666666666667,"high","high","high"
"RM_8yvudvpf","2020-04-15T22:00:00Z",18,11,15,"A2","M",2,2,3,3,2,2,1,1,3,1,1,3,2,2,3,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3342,2339,1550,1.7,1.7,2.2,1.86666666666667,"low","low","high"
"RM_87lszwej","2020-04-16T22:00:00Z",12,18,19,"A2","F",1,2,3,3,4,4,3,1,1,3,3,3,4,1,4,1,3,2,1,3,2,3,3,2,3,1,1,4,2,4,2,1428,1559,1647,2.5,2.7,2.3,2.5,"high","high","high"
"RM_kepureav","2020-04-23T22:00:00Z",15,20,16,"A1","F",1,4,1,1,1,2,3,1,1,3,1,2,1,2,3,2,2,3,1,3,2,4,4,4,4,1,4,2,1,1,2,1898,2063,2475,1.7,2.6,2.2,2.16666666666667,"low","high","high"
"RM_nj7jmnfx","2020-05-04T22:00:00Z",13,15,14,"A2","M",2,3,3,4,4,4,2,1,2,2,1,1,1,2,2,1,3,1,2,1,4,1,3,2,3,2,1,4,2,1,2,1806,1602,1647,2.4,1.7,2.4,2.16666666666667,"high","low","high"
"RM_af36om3t","2020-05-05T22:00:00Z",16,13,16,"A1","F",2,2,3,3,3,3,1,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2386,20296,2184,2.7,2.2,2.5,2.46666666666667,"high","high","high"
"RM_xt3hkbtg","2020-05-06T22:00:00Z",17,13,16,"A1","M",2,2,3,1,3,3,1,1,2,3,2,3,4,1,2,2,4,1,2,4,2,1,3,3,2,2,3,3,3,2,2,1053,1197,1013,2.5,2.2,2.3,2.33333333333333,"high","high","high"
"RM_mcndqo3k","2020-05-07T22:00:00Z",12,14,12,"A2","M",2,2,4,1,2,3,2,2,4,2,1,2,3,2,3,2,3,3,1,3,3,3,2,2,2,3,2,4,4,1,2,2151,2183,2247,2.5,2.6,2.2,2.43333333333333,"high","high","high"
"RM_cqglxv0c","2020-05-07T22:00:00Z",14,19,16,"A3","F",1,1,1,1,2,2,2,1,1,2,1,4,4,1,2,1,1,1,1,4,1,4,1,4,4,3,1,4,2,1,2,1218,1258,1433,2,2.2,1.7,1.96666666666667,"high","high","low"
"RM_gyh7zgua","2020-05-08T22:00:00Z",15,14,17,"A2","M",3,1,1,4,1,4,3,2,4,2,1,1,1,1,2,2,1,1,1,2,3,3,1,3,4,1,1,4,3,1,2,1249,1357,2705,1.8,1.9,2.5,2.06666666666667,"low","low","high"
"RM_l9vn8gz3","2020-05-08T22:00:00Z",16,15,16,"A1","M",1,3,3,4,3,2,2,3,2,3,2,3,2,3,2,3,3,1,2,1,4,2,1,2,2,1,3,4,2,3,2,2475,4115,7070,2.8,1.7,2.7,2.4,"high","low","high"
"RM_f2qmqj22","2020-05-08T22:00:00Z",19,19,13,"A1","M",3,1,3,1,1,4,2,1,2,2,1,2,1,2,4,2,4,3,1,3,3,1,3,3,2,2,4,4,4,2,2,1576,1654,1942,2.1,2.5,2.5,2.36666666666667,"high","high","high"
"RM_ndfvuw9a","2020-05-09T22:00:00Z",16,18,19,"A1","M",2,2,2,3,3,1,3,3,1,3,3,3,3,2,3,3,2,2,3,3,2,1,2,3,1,3,3,3,3,2,2,22587,15262,21850,2.5,2.6,2.2,2.43333333333333,"high","high","high"
"RM_sl2av8bq","2020-05-09T22:00:00Z",21,12,17,"A2","M",1,2,3,1,2,1,2,2,1,2,1,2,3,2,1,2,1,1,1,2,1,3,2,4,1,1,1,1,4,1,2,3129,3272,8654,1.8,1.9,1.5,1.73333333333333,"low","low","low"
"RM_2raao44a","2020-05-10T22:00:00Z",14,19,17,"A1","M",2,2,1,2,1,4,2,1,3,1,1,3,1,1,1,3,1,1,1,4,2,2,1,3,3,1,2,2,3,1,2,3442,2121,1933,1.5,1.7,2.4,1.86666666666667,"low","low","high"
"RM_bsj8o5jg","2020-05-11T22:00:00Z",17,20,18,"A1","F",1,2,2,1,4,2,4,2,2,2,3,3,3,2,4,1,2,2,2,4,3,2,2,4,3,2,4,4,1,4,2,1190,1388,1105,2.5,2.6,2.6,2.56666666666667,"high","high","high"
"RM_u5zwcn92","2020-05-11T22:00:00Z",19,14,8,"A1","F",2,1,1,2,3,3,2,1,2,2,1,1,3,1,1,1,1,1,1,2,2,1,2,2,3,2,1,4,2,2,2,2315,2769,2854,1.9,1.6,1.8,1.76666666666667,"low","low","low"
"RM_psowlruq","2020-05-11T22:00:00Z",17,14,10,"A1","F",3,1,2,3,2,3,1,1,2,2,1,1,3,2,2,1,2,1,1,2,2,1,1,1,3,1,2,2,2,1,2,2156,1920,1286,1.9,1.4,1.9,1.73333333333333,"low","low","low"
"RM_8282ke74","2020-05-11T22:00:00Z",12,17,9,"A1","F",1,3,1,3,2,1,2,1,3,4,1,3,2,1,2,4,1,1,1,3,2,2,4,3,3,1,1,4,3,1,2,2401,1682,2050,2,2.3,2.1,2.13333333333333,"high","high","high"
"RM_2j0ooukv","2020-05-11T22:00:00Z",14,16,13,"A1","M",1,1,2,2,1,1,1,1,1,1,1,3,1,3,2,1,3,2,1,1,1,1,4,1,2,1,3,2,1,1,2,1970,3137,6935,1.7,1.5,1.5,1.56666666666667,"low","low","low"
"RM_mhekp7n2","2020-05-11T22:00:00Z",9,15,12,"A3","M",1,4,3,1,2,2,3,2,1,2,1,4,1,3,2,3,2,1,1,3,2,2,1,3,2,3,3,2,2,3,2,849,1459,1213,2.1,2,2.4,2.16666666666667,"high","high","high"
"RM_f9mh3qf3","2020-05-12T22:00:00Z",15,12,14,"A1","F",2,1,2,3,2,2,2,1,1,2,1,1,3,2,1,1,1,1,1,3,1,1,1,1,1,1,1,4,3,1,2,2179,2325,2688,1.8,1.6,1.4,1.6,"low","low","low"
"RM_c4x3tvlx","2020-05-13T22:00:00Z",19,15,14,"A1","M",2,1,2,3,3,2,2,2,1,2,1,1,2,2,1,2,1,1,1,3,1,1,3,3,3,1,2,2,3,1,2,1354,992,1387,2,1.8,1.7,1.83333333333333,"high","low","low"
"RM_c6trwl7t","2020-05-13T22:00:00Z",18,17,14,"A1","F",3,1,2,3,1,3,2,1,3,4,1,3,3,1,2,1,1,1,2,2,1,1,3,2,3,3,3,1,2,1,2,2137,3096,1956,1.6,2.1,2.3,2,"low","high","high"
"RM_eryg8obj","2020-05-13T22:00:00Z",13,17,16,"A1","F",2,1,2,3,2,3,2,2,2,1,1,2,2,1,1,3,1,1,1,1,1,3,1,3,2,1,1,3,2,1,2,2132,3192,27098,1.9,1.4,1.9,1.73333333333333,"low","low","low"
"RM_n495rkld","2020-05-13T22:00:00Z",17,17,12,"A1","F",1,1,3,2,2,3,1,1,2,3,2,2,3,1,2,1,2,1,1,2,2,2,3,1,3,3,3,3,2,2,2,2114,2276,2118,2,2.1,1.9,2,"high","high","low"
"RM_m38vp5l1","2020-05-13T22:00:00Z",12,17,13,"A1","F",3,1,2,2,2,2,2,1,1,2,3,1,3,1,2,1,2,1,1,4,1,1,2,1,2,1,1,4,2,3,2,2034,1201,1851,1.9,2,1.6,1.83333333333333,"low","high","low"
"RM_s9hg7sa9","2020-05-13T22:00:00Z",15,12,11,"A1","F",3,1,1,4,3,4,3,1,3,2,2,1,4,4,2,1,1,1,1,3,3,2,2,4,3,1,1,4,2,1,2,2104,2172,2471,2.3,2,2.5,2.26666666666667,"high","high","high"
"RM_4vhdaz3q","2020-05-13T22:00:00Z",13,18,14,"A1","F",4,2,1,2,4,1,2,1,3,3,2,1,4,4,3,1,1,2,2,3,4,3,4,1,4,1,1,4,1,3,2,2435,2083,2191,2.6,2.4,2.2,2.4,"high","high","high"
"RM_6opdmrf7","2020-05-13T22:00:00Z",15,17,18,"A3","M",1,1,2,2,1,3,3,1,2,2,1,2,1,2,3,2,1,1,1,3,1,2,1,2,1,2,3,3,2,1,2,1387,3456,2892,1.5,2,1.8,1.76666666666667,"low","high","low"
"RM_1gj8s867","2020-05-13T22:00:00Z",13,19,14,"A1","F",2,3,1,2,3,2,2,1,1,3,1,3,4,3,1,1,1,1,3,3,1,1,2,3,3,1,1,4,1,1,2,2063,2294,2596,2.4,1.6,1.9,1.96666666666667,"high","low","low"
"RM_5mxp3pmf","2020-05-13T22:00:00Z",15,12,17,"A1","F",3,3,2,1,4,3,3,2,2,3,3,3,3,2,3,2,3,2,2,3,2,3,3,2,4,3,3,4,2,1,2,2001,2113,1963,2.8,2.8,2.3,2.63333333333333,"high","high","high"
"RM_urmwfz0f","2020-05-13T22:00:00Z",21,18,15,"A1","F",2,1,2,4,4,3,2,1,3,2,2,2,4,2,3,1,2,1,1,4,3,1,3,4,3,1,4,3,3,3,2,2388,2786,2353,2.3,2.2,2.9,2.46666666666667,"high","high","high"
"RM_y14t5hxc","2020-05-13T22:00:00Z",17,15,16,"A1","F",1,4,3,3,1,4,2,1,3,3,2,2,2,4,2,2,2,3,1,4,2,2,3,2,2,1,4,3,3,1,2,2007,2249,2108,2.1,2.5,2.6,2.4,"high","high","high"
"RM_kvpwy9r3","2020-05-13T22:00:00Z",18,14,12,"A1","M",1,1,3,2,4,3,4,3,1,2,1,1,4,2,3,2,2,1,2,2,2,3,2,3,3,3,2,4,3,1,2,2944,2452,2533,2.9,2.4,1.7,2.33333333333333,"high","high","low"
"RM_91urbno9","2020-05-13T22:00:00Z",16,14,9,"A1","F",1,1,2,2,2,2,1,1,2,2,1,3,1,1,4,1,1,1,1,4,1,1,1,2,2,1,1,3,1,1,2,1929,2308,2604,1.5,1.7,1.6,1.6,"low","low","low"
"RM_hkwd5o6p","2020-05-13T22:00:00Z",14,18,13,"A1","F",4,2,3,2,1,4,3,3,2,3,2,4,3,2,4,1,2,3,2,4,1,1,3,2,2,1,4,2,2,3,2,1912,2223,2096,2.1,2.6,2.8,2.5,"high","high","high"
"RM_wkbtbtfh","2020-05-14T22:00:00Z",14,16,16,"A1","F",3,2,2,2,4,3,1,1,1,3,2,1,3,2,1,1,1,2,1,3,2,1,3,1,3,1,1,3,3,1,2,2785,1988,3008,2.1,2,1.7,1.93333333333333,"high","high","low"
"RM_f820fnr8","2020-05-14T22:00:00Z",13,17,14,"A1","F",3,1,3,2,2,3,1,1,2,2,2,3,3,1,3,1,2,1,2,3,3,2,2,1,3,1,2,2,4,2,2,1807,1816,1945,2,2.1,2.2,2.1,"high","high","high"
"RM_3khn6ucn","2020-05-14T22:00:00Z",14,18,15,"A1","F",1,1,2,2,4,4,2,1,2,3,1,1,4,4,1,1,2,1,3,4,1,1,3,1,1,1,2,3,2,4,2,2000,4137,3111,2.5,1.9,1.9,2.1,"high","low","low"
"RM_a45px82k","2020-05-14T22:00:00Z",19,17,18,"A2","F",4,1,3,4,3,1,2,1,2,2,2,1,3,3,2,1,3,2,1,2,2,2,2,2,4,2,1,3,2,1,2,1811,1974,1768,2.5,2,1.9,2.13333333333333,"high","high","low"
"RM_fsg06kvc","2020-05-14T22:00:00Z",19,12,14,"A1","F",1,1,3,3,4,1,1,1,3,1,2,1,4,2,1,2,4,1,3,3,1,1,2,1,1,2,1,1,3,1,2,3843,3223,3163,2.5,1.7,1.4,1.86666666666667,"high","low","low"
"RM_xd2yhzd2","2020-05-14T22:00:00Z",15,12,15,"A1","F",2,1,2,1,3,3,1,1,1,2,1,3,3,3,1,1,3,1,1,3,1,1,2,2,2,1,3,3,3,2,2,2996,2499,1844,2.2,1.6,1.9,1.9,"high","low","low"
"RM_ho5u8u2x","2020-05-14T22:00:00Z",19,17,15,"A5","F",3,2,4,4,4,3,4,1,3,2,3,4,3,1,2,1,1,3,1,4,3,4,3,3,3,1,4,3,3,4,2,2340,2552,6203,2.2,2.9,3.3,2.8,"high","high","high"
"RM_3gcft3d4","2020-05-14T22:00:00Z",15,19,18,"A1","F",1,2,1,1,1,3,1,1,2,2,1,1,2,3,1,1,2,1,1,3,1,1,1,2,1,1,1,3,2,1,2,2245,2560,1895,1.6,1.4,1.5,1.5,"low","low","low"
"RM_tlnv4wec","2020-05-14T22:00:00Z",13,7,12,"A1","F",3,1,2,2,2,1,2,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,3,2,1,3,2,2,2,1312,2090,1943,1.9,1.4,1.6,1.63333333333333,"low","low","low"
"RM_ld4rfb0c","2020-05-14T22:00:00Z",13,13,13,"A1","F",2,2,2,3,4,4,3,3,2,2,2,4,3,3,3,2,1,2,1,2,2,2,3,3,3,2,4,3,2,1,2,1597,2573,2056,2.5,2.3,2.7,2.5,"high","high","high"
"RM_tvgd42mf","2020-05-14T22:00:00Z",17,17,14,"A1","F",1,1,1,1,3,1,3,1,1,4,1,3,4,1,3,1,1,2,3,4,1,1,3,1,3,1,3,2,3,3,2,1878,2099,1988,2,2.5,1.6,2.03333333333333,"high","high","low"
"RM_4v21u9fc","2020-05-14T22:00:00Z",11,12,13,"A1","F",1,2,1,1,2,4,3,2,2,3,3,1,2,3,4,1,1,1,2,1,2,1,2,2,2,1,1,3,1,1,2,1503,1965,1264,1.9,2,1.7,1.86666666666667,"low","high","low"
"RM_xzgtqu6a","2020-05-14T22:00:00Z",11,14,14,"A1","F",1,1,1,2,1,2,1,1,2,3,1,1,2,2,1,1,2,2,1,4,1,1,2,3,3,3,1,2,1,3,2,1962,2100,1540,1.6,1.9,1.7,1.73333333333333,"low","low","low"
"RM_0xw3w1yr","2020-05-14T22:00:00Z",17,16,13,"A3","M",2,1,2,3,1,4,2,2,3,1,1,3,3,2,1,1,1,1,1,2,4,1,1,3,2,1,1,2,2,1,2,1702,2395,2284,1.7,1.3,2.5,1.83333333333333,"low","low","high"
"RM_0l796tr9","2020-05-14T22:00:00Z",14,20,14,"A1","F",4,1,3,3,4,3,4,1,3,4,3,1,4,2,4,2,3,3,1,4,3,1,4,2,4,2,4,4,1,4,2,2024,1504,1747,2.8,3,2.8,2.86666666666667,"high","high","high"
"RM_sk0sran8","2020-05-14T22:00:00Z",15,17,15,"A1","F",1,1,3,1,1,1,2,1,1,2,1,1,3,3,2,1,2,1,1,4,1,1,2,2,1,1,1,1,2,1,2,2519,2455,2124,1.7,1.8,1.1,1.53333333333333,"low","low","low"
"RM_lv7bbh5e","2020-05-14T22:00:00Z",19,16,17,"A1","M",3,4,3,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,3,1,3,1,4,3,1,2,1,2,1,2,1080,3582,1482,1.8,1.5,2,1.76666666666667,"low","low","high"
"RM_mn1jnwg3","2020-05-14T22:00:00Z",15,13,14,"A1","F",1,1,2,3,3,4,2,1,1,2,2,1,4,1,1,1,1,1,1,4,2,1,2,1,1,2,1,2,2,3,2,1564,1551,1703,1.7,1.9,1.8,1.8,"low","low","low"
"RM_902pwy8a","2020-05-14T22:00:00Z",17,15,12,"A3","M",3,2,1,2,2,1,2,1,1,2,1,3,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2423,2245,1611,1.7,1.6,1.8,1.7,"low","low","low"
"RM_8r2307pz","2020-05-14T22:00:00Z",16,17,21,"A2","F",3,1,3,3,3,4,3,1,4,4,4,3,2,3,3,1,1,3,1,4,4,2,3,3,3,1,4,3,3,4,2,1789,2589,2860,2.1,3,3.3,2.8,"high","high","high"
"RM_rkq7s794","2020-05-14T22:00:00Z",20,17,14,"A2","F",2,3,2,3,4,3,2,1,2,3,1,2,4,3,3,3,3,1,2,3,2,2,2,1,2,1,1,3,1,1,2,3897,2583,8964,2.7,1.9,2,2.2,"high","low","high"
"RM_bej3cd83","2020-05-14T22:00:00Z",15,14,17,"A2","M",1,1,3,3,2,4,2,4,3,3,2,3,3,2,1,2,1,2,1,4,4,2,2,3,3,1,2,4,2,2,2,2872,3285,4573,2.5,2.1,2.6,2.4,"high","high","high"
"RM_gqbwge6u","2020-05-14T22:00:00Z",15,15,15,"A1","F",3,1,4,3,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,2,1,4,2,1,1,1,2,2,3291,8110,2519,1.8,1.5,1.7,1.66666666666667,"low","low","low"
"RM_r44c7p2z","2020-05-14T22:00:00Z",14,16,13,"A1","F",1,1,2,1,2,2,2,1,1,3,1,1,4,3,3,1,1,1,1,4,1,2,2,1,1,1,2,4,3,1,2,2227,2636,2478,2,2.2,1.2,1.8,"high","high","low"
"RM_n10rz4en","2020-05-14T22:00:00Z",14,14,12,"A1","F",2,4,2,3,4,4,4,3,2,4,4,4,3,4,4,3,4,4,2,4,3,3,4,3,4,1,4,4,1,4,2,2186,2036,3084,3.3,3.3,3.3,3.3,"high","high","high"
"RM_go6tkjyl","2020-05-14T22:00:00Z",17,13,17,"A1","F",2,1,2,3,3,3,3,3,2,3,2,3,3,3,4,2,1,3,1,3,2,2,3,3,2,1,2,4,3,3,2,2293,2481,1718,2.4,2.7,2.4,2.5,"high","high","high"
"RM_kbnw0je1","2020-05-14T22:00:00Z",15,21,13,"A1","M",1,1,3,3,3,4,1,1,3,2,1,2,2,1,1,1,1,1,1,1,4,2,1,1,2,1,2,4,3,2,2,2629,2057,2609,1.9,1.4,2.3,1.86666666666667,"low","low","high"
"RM_gch0hj8q","2020-05-14T22:00:00Z",15,18,15,"A1","F",2,3,3,1,3,1,3,1,1,2,2,1,3,2,2,1,4,3,2,3,2,3,3,2,2,1,3,2,2,2,2,2260,2147,2144,2.3,2.4,1.8,2.16666666666667,"high","high","low"
"RM_r4pzyczl","2020-05-14T22:00:00Z",15,22,13,"A3","F",2,2,4,3,4,2,4,2,3,3,3,4,3,2,2,3,3,2,2,4,2,2,3,2,2,2,3,2,3,2,2,13346,2580,2464,2.7,2.8,2.5,2.66666666666667,"high","high","high"
"RM_t5em1rc2","2020-05-14T22:00:00Z",14,19,14,"A2","F",1,1,2,4,1,4,4,1,3,4,2,1,4,3,3,1,3,1,2,4,3,1,2,2,3,3,4,3,2,2,2,3351,2359,2204,2.3,2.6,2.5,2.46666666666667,"high","high","high"
"RM_l75odqyo","2020-05-15T22:00:00Z",16,12,13,"A1","F",4,1,3,1,3,2,1,3,1,1,2,3,4,1,1,1,2,1,1,2,1,1,3,1,3,2,1,3,3,4,2,2125,2854,2663,2.4,1.7,1.9,2,"high","low","low"
"RM_abruxedv","2020-05-15T22:00:00Z",18,12,9,"A1","F",1,1,2,3,4,3,1,1,1,2,1,1,2,3,2,1,1,1,1,3,1,1,2,2,1,1,1,1,2,3,2,4904,3213,4024,1.7,1.6,1.7,1.66666666666667,"low","low","low"
"RM_qx4qzjy9","2020-05-15T22:00:00Z",16,15,18,"A4","F",3,1,2,3,1,3,3,4,1,2,1,3,2,1,2,1,1,1,1,4,1,2,2,2,3,2,1,3,1,3,2,1474,1482,2187,1.9,2,2.1,2,"low","high","high"
"RM_7ah5qf3k","2020-05-15T22:00:00Z",19,11,16,"A4","M",3,3,2,2,2,4,2,1,1,1,2,3,3,2,3,2,1,2,2,3,1,1,2,2,2,2,2,2,1,1,2,4059,3566,3417,1.9,1.9,2.2,2,"low","low","high"
"RM_4bl1ql95","2020-05-15T22:00:00Z",13,16,16,"A2","F",4,4,4,1,2,4,2,1,2,1,4,1,3,2,4,1,3,3,1,3,1,1,1,2,1,1,1,3,1,1,2,2641,2294,2505,2.1,2.1,2.1,2.1,"high","high","high"
"RM_rdbzrsh8","2020-05-15T22:00:00Z",15,10,15,"A1","F",1,1,3,1,2,2,2,1,1,3,1,2,1,1,1,2,2,2,1,3,1,1,3,3,1,2,2,3,2,2,2,1255,1133,1766,1.7,2,1.6,1.76666666666667,"low","high","low"
"RM_k35yqcae","2020-05-15T22:00:00Z",15,13,14,"A1","M",2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,2,4,1,1,2,2,1,1,1,3,2,1,2,1750,2041,1880,1.8,1.5,1.3,1.53333333333333,"low","low","low"
"RM_xyqyzkv7","2020-05-15T22:00:00Z",10,16,18,"A1","F",2,3,3,1,3,4,4,2,3,4,1,1,4,4,3,1,2,1,1,4,1,2,2,3,3,1,1,1,2,2,2,3047,2671,3121,2.4,2.4,2.1,2.3,"high","high","high"
"RM_x5nqvzjl","2020-05-15T22:00:00Z",12,17,12,"A4","F",3,4,2,4,1,1,4,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,1,2,6461,2591,1895,1.8,1.6,1.8,1.73333333333333,"low","low","low"
"RM_9y06n6xb","2020-05-15T22:00:00Z",17,16,17,"A4","M",1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,2,12685,2662,10790,1.3,1.1,1.3,1.23333333333333,"low","low","low"
"RM_b69deh3g","2020-05-15T22:00:00Z",16,15,13,"A1","F",2,2,1,2,2,4,3,1,2,2,1,3,2,4,3,1,1,1,1,3,1,1,1,2,2,1,1,3,2,2,2,1267,1861,2229,1.8,1.8,2.1,1.9,"low","low","high"
"RM_a0pxg6je","2020-05-15T22:00:00Z",16,16,15,"A1","F",2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,3,3,2,1,1,3,1,2,3,2,2,2,2087,2043,3479,1.8,1.7,1.8,1.76666666666667,"low","low","low"
"RM_009c9a15","2020-05-16T22:00:00Z",16,14,14,"A1","F",2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,1,1,2,5080,3498,2557,1.6,1.1,1.2,1.3,"low","low","low"
"RM_2wdomsau","2020-05-16T22:00:00Z",21,18,17,"A3","M",3,4,4,2,1,4,4,4,4,1,3,2,3,2,1,4,3,4,3,4,3,4,4,4,3,4,3,4,2,4,2,11342,6988,3241,3.1,3.1,3.3,3.16666666666667,"high","high","high"
"RM_1hdy4qt8","2020-05-16T22:00:00Z",11,21,13,"A1","M",2,2,2,2,2,3,2,2,1,2,3,4,2,2,3,2,1,3,1,2,2,2,3,3,3,2,3,4,2,2,2,2566,1939,1858,2.1,2.4,2.4,2.3,"high","high","high"
"RM_27338omj","2020-05-16T22:00:00Z",11,15,13,"A4","F",2,1,1,3,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,3,1,3,2,2,1,3,1,1,2,2316,1951,1524,1.7,1.5,1.5,1.56666666666667,"low","low","low"
"RM_j9ad1l47","2020-05-16T22:00:00Z",18,17,18,"A1","F",1,1,2,1,3,3,2,1,1,2,1,1,4,3,1,1,2,1,2,4,1,1,2,1,1,2,1,3,3,1,2,2580,3360,2483,2.2,1.9,1.2,1.76666666666667,"high","low","low"
"RM_ke3brlnu","2020-05-17T22:00:00Z",14,13,13,"A1","F",4,1,2,3,2,4,2,1,1,1,1,1,4,3,1,1,2,1,1,3,4,2,2,4,3,1,2,4,1,3,2,1439,2312,2143,2.3,1.5,2.7,2.16666666666667,"high","low","high"
"RM_u32kl0us","2020-05-17T22:00:00Z",11,13,18,"A4","F",2,1,1,2,1,4,1,1,1,4,3,4,4,1,2,1,1,4,1,2,1,1,4,2,2,1,4,3,3,4,2,1331,2397,1524,1.6,2.5,2.5,2.2,"low","high","high"
"RM_qgf19s4x","2020-05-17T22:00:00Z",17,18,19,"A3","F",1,1,1,1,2,3,2,1,1,2,2,1,4,2,1,1,1,1,2,3,3,1,1,1,2,2,1,3,1,2,2,2355,2533,2763,1.9,1.6,1.5,1.66666666666667,"low","low","low"
"RM_1aqxkbtt","2020-05-17T22:00:00Z",9,14,14,"A4","M",1,2,2,2,1,1,3,1,2,2,3,4,2,1,2,3,3,2,1,4,1,2,2,3,1,1,3,3,3,1,2,3330,3496,3610,1.8,2.4,2,2.06666666666667,"low","high","high"
"RM_92lwu945","2020-05-17T22:00:00Z",14,13,18,"A1","F",1,1,2,2,1,4,4,3,3,4,2,1,4,4,4,3,2,1,1,4,4,3,2,3,1,1,4,3,2,2,2,3054,2469,2479,2.4,2.7,2.5,2.53333333333333,"high","high","high"
"RM_qzrhk7ab","2020-05-17T22:00:00Z",13,16,15,"A2","F",3,1,3,1,3,4,3,3,3,3,3,4,4,1,1,3,3,1,2,4,3,4,1,3,3,2,1,4,3,1,2,67127,126574,1844,2.9,2.5,2.4,2.6,"high","high","high"
"RM_q0box6bp","2020-05-18T22:00:00Z",13,15,16,"A1","M",2,3,1,1,1,2,1,1,3,1,1,4,1,2,3,2,3,1,3,3,2,3,2,2,2,1,3,3,2,1,2,2685,2332,2713,1.9,1.8,2.3,2,"low","low","high"
"RM_y6ghpn0w","2020-05-18T22:00:00Z",14,18,13,"A1","M",1,4,4,4,3,4,1,2,1,1,1,2,4,2,4,4,4,1,3,1,4,2,4,2,2,4,1,4,1,3,2,1498,1543,1571,3.2,2,2.6,2.6,"high","high","high"
"RM_tbod6mpp","2020-05-18T22:00:00Z",17,18,9,"A1","F",2,1,3,2,1,2,2,3,1,1,2,4,1,1,3,2,1,4,1,2,1,3,2,2,2,2,1,1,3,1,2,989,853,902,1.6,2.4,1.7,1.9,"low","high","low"
"RM_7te6zjpw","2020-05-18T22:00:00Z",17,16,11,"A1","F",3,1,3,3,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,4,2,2,2,1,3,1,2,2,2,1,2,1725,1669,3041,1.8,1.9,1.6,1.76666666666667,"low","low","low"
"RM_9h24pyd3","2020-05-18T22:00:00Z",21,16,18,"A2","M",1,1,1,3,2,3,1,1,2,2,1,1,4,2,2,2,1,1,2,3,3,1,4,1,2,1,1,3,3,2,2,1043,2482,1353,2,1.9,1.8,1.9,"high","low","low"
"RM_py9ykxf9","2020-05-19T22:00:00Z",19,15,13,"A1","F",3,1,2,1,4,3,4,2,2,4,2,1,2,2,4,3,1,2,2,2,1,2,4,4,1,4,3,2,3,4,2,1650,1534,2215,2.1,3.1,2.3,2.5,"high","high","high"
"RM_8qffe83c","2020-05-19T22:00:00Z",15,7,15,"A1","F",3,2,1,1,2,2,1,1,3,2,1,1,4,1,2,1,1,1,1,2,4,3,2,1,3,1,3,4,2,2,2,2608,3593,2194,1.9,1.7,2.2,1.93333333333333,"low","low","high"
