"subject","time","condition","obj","obj_log","subj","subj_log","age","gender","country","qbs","environment","taskknown","behonest","BF"
"7e29ea62-0088-9428-f24e-de02a8fae7b0","2023-03-20T11:11:10Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,59,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.5500942836986543
"05019f85-3c4c-629c-29a9-ab2a7073c957","2023-03-20T11:14:18Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,65,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.5268368618308089
"435943a8-5a49-4d79-7284-777222bbad7a","2023-03-20T11:23:44Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,46,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.5597426773037617
"68a39933-5c9d-6810-831f-ad8807afa4da","2023-03-20T11:23:46Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,24,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.5474638316257668
"2ed6610a-0147-1058-0d26-55fdd0b606e8","2023-03-20T11:25:19Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,54,"männlich","Deutschland",2,"Ja","Nein","Ja",0.5703428557160365
"6546856b-b4d0-491b-da46-b16dfdf8889e","2023-03-20T11:30:24Z","Cmax",14,2.6390573296152584,14,2.6390573296152584,69,"männlich","Deutschland",2,"Ja","Nein","Ja",0.6201527188100368
"039cd16c-6652-fd21-0a41-e5b7febe54be","2023-03-20T11:31:52Z","Cmax",10,2.302585092994046,10,2.302585092994046,78,"männlich","Deutschland",5,"Ja","Nein","Ja",0.619621516397936
"bedc11d7-2c1b-de7d-40fa-25f76a571405","2023-03-20T11:41:35Z","Cmax",15,2.70805020110221,15,2.70805020110221,39,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.6901774608562585
"41ded27a-d933-22b1-fe56-e6f516d810a8","2023-03-20T12:01:02Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,54,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.6579438141433447
"7b7a1b97-98e4-6a50-a1bb-2f5130676167","2023-03-20T12:16:09Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,48,"männlich","Deutschland",3,"Ja","Nein","Ja",0.6877728589734243
"830709bf-951b-1e6b-ab93-3d2cdb0ff920","2023-03-20T12:31:49Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,33,"männlich","Schweiz",5.5,"Ja","Nein","Ja",0.6557319267431836
"a33071bc-beb8-0b72-eb90-451bff1d5f41","2023-03-20T12:32:13Z","Cmax",5,1.6094379124341003,5,1.6094379124341003,35,"weiblich","Deutschland",2.5,"Ja","Nein","Ja",0.5840947740735372
"d450f924-fd7f-93b6-0c09-cd7b4ad89df6","2023-03-20T12:41:03Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,77,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.5961425503024472
"8c15cbe5-b535-95e7-7ecb-ff3e806e8122","2023-03-20T13:04:23Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,61,"männlich","Deutschland",2.5,"Ja","Nein","Ja",0.6085805603351775
"004f0b66-e283-6e0e-134b-3f64e01a82b4","2023-03-20T13:22:21Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,85,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.6349667071368839
"e7968991-b990-f26a-4dbd-bdbd90145e43","2023-03-20T13:56:05Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,39,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.6066681951497237
"66b82852-1819-c27d-f47c-1c93c51f7080","2023-03-20T14:06:44Z","Cmax",10,2.302585092994046,10,2.302585092994046,82,"weiblich","Deutschland",5,"Ja","Nein","Ja",0.6061556117895001
"4dabe6be-030b-34de-3793-d280afc5ac50","2023-03-20T14:17:43Z","Cmax",10,2.302585092994046,7,1.9459101490553132,62,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.6056444449141569
"dbc29dd4-ed58-e559-19f8-a9e926e30a06","2023-03-20T14:20:57Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,40,"weiblich","Deutschland",5,"Ja","Nein","Ja",0.6454721068067092
"cf28cb96-e995-1e77-c5bb-ff0362b3e044","2023-03-20T14:25:59Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,47,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.6165004086287341
"9a5d1b9e-6270-155b-76b2-2f76d37d954c","2023-03-20T14:33:11Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,55,"weiblich","Deutschland",2.5,"Ja","Nein","Ja",0.6295868596617554
"a23479b7-a077-4bd3-a29a-4d1f04991a29","2023-03-20T14:45:19Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,19,"männlich","Deutschland",4.5,"Ja","Nein","Ja",0.6716900905726435
"80062dfa-9078-d235-2ed6-192ddb406064","2023-03-20T14:55:03Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,35,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.7179075523901239
"128ee1d4-3471-fb25-d8f9-d5a58b664106","2023-03-20T14:55:32Z","Cmax",8,2.0794415416798357,9,2.1972245773362196,58,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.6841585695125287
"50b1a37f-0593-b669-e752-979af4ba7fad","2023-03-20T15:16:30Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,58,"männlich","Deutschland",3,"Ja","Nein","Ja",0.6527186858073045
"b37e9cfe-7427-2e84-59d3-a855b76eb02c","2023-03-20T15:21:03Z","Cmax",16,2.772588722239781,16,2.772588722239781,79,"männlich","Deutschland",2,"Ja","Nein","Ja",0.742616830821328
"7354d609-e81f-9e25-8f25-e27f4fac2dc4","2023-03-20T15:32:11Z","Cmax",12,2.4849066497880004,24,3.1780538303479458,37,"männlich","Österreich",3,"Ja","Nein","Ja",0.7775018776981534
"3e362491-f96a-0fcf-5dbf-101dd23d4e5c","2023-03-20T16:03:17Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,76,"weiblich","Schweiz",5,"Ja","Nein","Ja",0.72199205460852
"49dc9497-2935-b8db-4aba-a0f795151245","2023-03-20T16:10:14Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,78,"männlich","Deutschland",2.5,"Ja","Nein","Ja",0.704775276791777
"29022f03-ebd9-9d7f-252e-1b29a5176bee","2023-03-20T16:22:28Z","Cmax",7,1.9459101490553132,14,2.6390573296152584,81,"männlich","Deutschland",4,"Ja","Nein","Ja",0.656751181887374
"c91fe34a-cb84-9a51-c466-d734beffceb4","2023-03-20T16:27:43Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,53,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.6709143276528271
"4c679de4-6fdd-ef5c-5dc9-a94c8872a936","2023-03-20T16:32:18Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,70,"männlich","Deutschland",4.5,"Ja","Nein","Ja",0.6263088614092048
"69eb6512-9886-1096-303e-51c0fff0608f","2023-03-20T16:55:29Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,35,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.6394785019561179
"4df62633-d98b-5f7b-2d1f-12dd9d703ee1","2023-03-20T17:02:12Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,52,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.6673575605494144
"c6450398-00c0-31d8-d3b5-376e0eae3b06","2023-03-20T17:19:56Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,30,"männlich","Deutschland",3,"Ja","Nein","Ja",0.637468628549277
"e15c85ec-213b-483e-c0c1-b177dd552013","2023-03-20T17:25:46Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,50,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.6651986848610938
"2a18b528-37f0-cdf0-c304-8133024bd0fa","2023-03-20T17:32:35Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,43,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.7099699628543187
"35b994e2-6784-26eb-9ecf-a09234ca8233","2023-03-20T18:09:07Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,76,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.7591103150415432
"cfdab748-c1d0-52f7-9666-83f11c36dcd6","2023-03-20T18:18:06Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,78,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.7765887487289166
"058445b0-3719-20a3-d89d-71af9a884b62","2023-03-20T18:19:15Z","Cmax",10,2.302585092994046,11,2.3978952727983707,81,"männlich","Deutschland",2,"Ja","Nein","Ja",0.7760277669650577
"14ba8634-b30b-3431-9d19-b291956573e6","2023-03-20T18:22:47Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,83,"männlich","Deutschland",5,"Ja","Nein","Ja",0.7210914041325563
"44209436-be06-ed35-fb1a-a00b4bb43fd2","2023-03-20T19:02:55Z","Cmax",6,1.791759469228055,6,1.791759469228055,50,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.65614899420559
"138129bd-21bc-511b-5a91-1daa3908c44e","2023-03-20T19:07:48Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,39,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.6848628245655101
"54a0e450-8cd7-9ec4-7b7c-d08bac266982","2023-03-20T19:24:35Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,31,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.6690939191838697
"2c7f73ed-409a-8fd9-57c1-47547a7ab13f","2023-03-20T19:49:04Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,51,"weiblich","Deutschland",0,"Ja","Nein","Ja",0.6835301283444795
"f363d2d1-691d-28ef-42fc-e648b924ab03","2023-03-20T20:08:42Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,55,"weiblich","Deutschland",2.5,"Ja","Nein","Ja",0.6984411783979522
"d9b0b02d-0b0a-a537-e600-849bcf2f78ff","2023-03-20T20:38:34Z","Cmax",14,2.6390573296152584,14,2.6390573296152584,81,"männlich","Deutschland",4,"Ja","Nein","Ja",0.7625195677997614
"cfcf7f7b-7df8-15eb-9356-4be4d35e01a9","2023-03-20T20:52:44Z","Cmax",7,1.9459101490553132,5,1.6094379124341003,83,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.709382001866511
"28e7d1f4-fa85-0387-7bd9-e5cc17abba14","2023-03-20T21:56:37Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,78,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.6928617129125721
"494920a4-3176-559f-9288-14620ec3f439","2023-03-20T22:52:30Z","Cmax",13,2.5649493574615367,8,2.0794415416798357,76,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.7398258195400113
"758e4cb5-5df8-330f-5599-78a5a3005a2b","2023-03-21T00:10:56Z","Cmax",6,1.791759469228055,6,1.791759469228055,20,"männlich","Deutschland",4,"Ja","Nein","Ja",0.6729831770575818
"584bb094-647d-ccd3-90b8-846093c58346","2023-03-21T00:13:32Z","Cmax",5,1.6094379124341003,12,2.4849066497880004,32,"männlich","Deutschland",4,"Ja","Nein","Ja",0.6013472557754636
"10a805ae-5beb-c96c-3483-31835e27667c","2023-03-21T06:05:20Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,78,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.6391016271975832
"086f0171-65f8-19d9-0552-3544b2db5ca1","2023-03-21T07:34:24Z","Cmax",6,1.791759469228055,12,2.4849066497880004,25,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.5857748800789137
"0f899881-4c83-86eb-e3a2-aca29961fa69","2023-03-21T07:37:07Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,49,"weiblich","Schweiz",3.5,"Ja","Nein","Ja",0.5617752977497129
"0ba24714-62b4-8bc2-3e39-73892f5b5df1","2023-03-21T08:00:01Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,83,"männlich","Deutschland",5,"Ja","Nein","Ja",0.5392320619431689
"35220a90-ec22-1304-48b3-3e0903275a5d","2023-03-21T08:17:07Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,69,"männlich","Schweiz",4,"Ja","Nein","Ja",0.5711671753017554
"25458cd8-9c56-95f8-2ffb-b86e0f372b3f","2023-03-21T08:37:29Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,29,"männlich","Deutschland",4,"Ja","Nein","Ja",0.5593107182587354
"24f7dcb4-0518-6aa4-5d99-e8dcb8ea6c55","2023-03-21T08:48:00Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,22,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.5929977705776325
"2646dd26-4293-1e7b-2b05-e96d8fac4de7","2023-03-21T08:59:39Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,54,"weiblich","Österreich",4.5,"Ja","Nein","Ja",0.5570044392863793
"1216c3d9-aa8e-7433-bcf4-f73d8a6edf44","2023-03-21T09:10:52Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,29,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.5456076890028122
"549db9a0-7863-6b80-018d-8db6784d594f","2023-03-21T10:01:52Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,79,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.5241112440855612
"cc6d0dca-9ec4-c1f9-f1e7-3946930ba318","2023-03-21T10:07:34Z","Cmax",8,2.0794415416798357,4,1.3862943611198906,80,"männlich","Deutschland",2.5,"Ja","Nein","Ja",0.5038783873949411
"c057f10a-d053-946a-0b27-c57cd0b6acfa","2023-03-21T10:08:43Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,82,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.5130382322339131
"76ca8b86-b3a5-d5ad-a1a8-bfe1517f0454","2023-03-21T10:37:53Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,80,"männlich","Deutschland",4.5,"Ja","Nein","Ja",0.5029440943186145
"2018babc-10df-c00e-c390-8e33deaaf55e","2023-03-21T10:40:09Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,27,"weiblich","Deutschland",2,"Ja","Nein","Ja",0.5120883038171006
"5421ebd1-f1ec-1ac0-01fd-df0a29df1d4f","2023-03-21T10:45:28Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,31,"weiblich","Deutschland",6,"Ja","Nein","Ja",0.5214960433944009
"3b214291-5cd3-3d1d-fabd-760a07629b0c","2023-03-21T11:25:14Z","Cmax",13,2.5649493574615367,9,2.1972245773362196,22,"männlich","Deutschland",3,"Ja","Nein","Ja",0.5518043037127806
"418bf69c-397f-93e7-d7b1-c2a046e8454e","2023-03-21T11:33:38Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,76,"männlich","Deutschland",1.5,"Ja","Nein","Ja",0.5195356689677977
"9347533d-67ea-e902-381e-676cd0ac3ff0","2023-03-21T12:07:07Z","Cmax",9,2.1972245773362196,8,2.0794415416798357,49,"männlich","Schweiz",4,"Ja","Nein","Ja",0.5092706997926225
"8a66163a-5229-08e4-0c19-224de03364a4","2023-03-21T12:37:22Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,27,"männlich","Schweiz",5.5,"Ja","Nein","Ja",0.5185820351760088
"c9cfaed3-7455-5b7a-eefe-9ae43053964d","2023-03-21T12:50:32Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,80,"männlich","Deutschland",5,"Ja","Nein","Ja",0.4986829211960243
"1c5bce92-28eb-2356-17bc-fa702884647f","2023-03-21T12:54:53Z","Cmax",10,2.302585092994046,10,2.302585092994046,32,"männlich","Schweiz",3,"Ja","Nein","Ja",0.498280810553273
"7111fc25-c463-4a69-bb08-c83ab121b3d3","2023-03-21T15:05:12Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,53,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.4706325732748562
"5fd09e31-b9a2-7b3a-9e12-aafb68b4e3cd","2023-03-21T15:08:54Z","Cmax",6,1.791759469228055,6,1.791759469228055,56,"männlich","Deutschland",0,"Ja","Nein","Ja",0.43737030742716215
"1fb98d65-1af2-7762-f746-b9920c0b71b7","2023-03-21T15:09:11Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,60,"männlich","Deutschland",2.5,"Ja","Nein","Ja",0.4446907881613312
"83670da3-3b15-f6b4-2980-394c3012a971","2023-03-21T15:09:19Z","Cmax",10,2.302585092994046,10,2.302585092994046,71,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.4443211453367671
"0c9b5e75-68f0-a280-ae58-6ab08d8dfebf","2023-03-21T15:11:00Z","Cmax",14,2.6390573296152584,14,2.6390573296152584,71,"männlich","Deutschland",4,"Ja","Nein","Ja",0.4762549505530998
"e406fcb5-a4a4-5dbf-4896-c82de07ec967","2023-03-21T15:11:13Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,58,"weiblich","Deutschland",2,"Ja","Nein","Ja",0.46728497643226685
"11e66fcc-bb23-b338-a8ef-5bcd97fa281e","2023-03-21T15:12:01Z","Cmax",8,2.0794415416798357,8,2.0794415416798357,55,"weiblich","Deutschland",1.5,"Ja","Nein","Ja",0.4503797512749328
"812606a2-8128-96c3-6881-320d60a8d270","2023-03-21T15:12:18Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,65,"weiblich","Deutschland",2.5,"Ja","Nein","Ja",0.45803579323443827
"05d201dc-8fa3-d11b-9cff-35f956eb1c0e","2023-03-21T15:14:38Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,75,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.4742752700421733
"c141a161-8858-d887-9a4d-956aa3db6f81","2023-03-21T15:14:40Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,74,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.465359997446243
"aca3d9c0-0383-3c70-efee-ed8870956b12","2023-03-21T15:15:07Z","Cmax",10,2.302585092994046,10,2.302585092994046,56,"männlich","Deutschland",4.5,"Ja","Nein","Ja",0.46498442234689175
"0b0d1626-aeaa-6aea-4205-22267553c5f4","2023-03-21T15:15:43Z","Cmax",12,2.4849066497880004,6,1.791759469228055,66,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.48161996765870724
"21a98caf-f4a3-dfa0-e68c-b8825262677d","2023-03-21T15:16:57Z","Cmax",9,2.1972245773362196,12,2.4849066497880004,62,"männlich","Deutschland",4.5,"Ja","Nein","Ja",0.47249238577727737
"af9b04e6-fe9d-f9a1-b3ca-30b09ca30b02","2023-03-21T15:17:01Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,61,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.4636184722055878
"4c2b4496-88fb-6cc9-64b5-70006733e344","2023-03-21T15:18:02Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,73,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.4716514751710388
"0a1be1b0-cd76-2e1d-879d-d530375bf250","2023-03-21T15:19:32Z","Cmax",10,2.302585092994046,10,2.302585092994046,50,"männlich","Deutschland",4,"Ja","Nein","Ja",0.4712763503390461
"299f2d2d-0568-1128-d00e-19b4a01018c3","2023-03-21T15:20:14Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,71,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.49717888188939063
"2cb76163-ddb0-5d97-f840-559caacf81ac","2023-03-21T15:20:16Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,60,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.525212663872496
"ead7127d-ee1e-1d67-fc51-26fc7a1519af","2023-03-21T15:20:39Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,71,"männlich","Deutschland",3.5,"Ja","Nein","Ja",0.5452036212899026
"c5d6ae7d-7245-9530-975e-9afd1c6418af","2023-03-21T16:21:33Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,65,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.5342561601285228
"2d883b08-fcf5-4a0b-5324-0fa3a2543995","2023-03-21T16:21:44Z","Cmax",10,2.302585092994046,10,2.302585092994046,43,"männlich","Deutschland",4,"Ja","Nein","Ja",0.5338529708354548
"38193650-bc8b-0bb8-5873-0232acb5d682","2023-03-21T16:21:49Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,63,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.5438322177858177
"6d94a24b-3053-9fad-d568-96bf076d5a99","2023-03-21T16:21:53Z","Cmax",8,2.0794415416798357,9,2.1972245773362196,69,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.5225762603563587
"eceeed39-d431-6b48-af1a-d9c5d1c396f4","2023-03-21T16:30:40Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,50,"männlich","Schweiz",5,"Ja","Nein","Ja",0.5122819274669029
"01e7d528-ddd8-a198-a10b-e1ccc37f9fe5","2023-03-21T16:33:29Z","Cmax",10,2.302585092994046,10,2.302585092994046,74,"männlich","Schweiz",4,"Ja","Nein","Ja",0.5118926847611758
"aeda833e-ee22-0fd6-9e1d-b7f18aa2a9f9","2023-03-21T17:14:39Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,54,"männlich","Schweiz",2.5,"Ja","Nein","Ja",0.5018988172891228
"31fc5a2a-5222-f6e4-b909-6ed76df334f8","2023-03-21T17:25:23Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,60,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.5109971877964837
"e72f74a5-27de-5fd3-448b-4004f50e1248","2023-03-21T18:55:46Z","Cmax",10,2.302585092994046,10,2.302585092994046,76,"männlich","Österreich",5.5,"Ja","Nein","Ja",0.5106108376367702
"a6acdcdb-444e-b36e-fef8-e8871fc22a27","2023-03-21T19:47:58Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,64,"männlich","Schweiz",4.5,"Ja","Nein","Ja",0.5006420483522733
"8f86ed20-8cae-ded7-d003-d9ad94c7feed","2023-03-21T21:30:44Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,68,"männlich","Schweiz",4.5,"Ja","Nein","Ja",0.5097214750501944
"316b8de4-6326-1639-3cc7-b94060a71329","2023-03-21T22:31:26Z","Cmax",12,2.4849066497880004,22,3.091042453358316,72,"männlich","Schweiz",3.5,"Ja","Nein","Ja",0.5289216989864324
"55ca6882-9532-0dc5-60a1-5ce19ea7e36b","2023-03-21T23:11:46Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,72,"weiblich","Schweiz",3.5,"Ja","Nein","Ja",0.5492134338061047
"c91e0c16-1132-6bfd-b535-38357ea666db","2023-03-21T23:49:41Z","Cmax",12,2.4849066497880004,8,2.0794415416798357,54,"weiblich","Schweiz",6,"Ja","Nein","Ja",0.570674340747095
"68871297-98f1-d0d1-afbb-26acbc0f690a","2023-03-22T07:09:57Z","Cmax",10,2.302585092994046,10,2.302585092994046,18,"männlich","Deutschland",1.5,"Ja","Nein","Ja",0.57026383638634
"6b36ff13-fe74-6fa2-8e30-cb1dd6ffb58d","2023-03-22T07:57:34Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,23,"weiblich","Schweiz",3.5,"Ja","Nein","Ja",0.5585376772245958
"3fbf0684-6de0-1899-d5a7-329492fac470","2023-03-22T08:33:21Z","Cmax",13,2.5649493574615367,13,2.5649493574615367,69,"weiblich","Schweiz",4,"Ja","Nein","Ja",0.5919741564167774
"8ee62cb1-7797-7043-5b92-18cdf6482e63","2023-03-22T08:42:02Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,63,"weiblich","Deutschland",3,"Ja","Nein","Ja",0.5796066811217204
"09323bc8-445b-0e03-8feb-0f194e725b3b","2023-03-22T08:43:13Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,67,"weiblich","Deutschland",2.5,"Ja","Nein","Ja",0.59094836662146
"0ca43291-3720-3ec3-19b2-068fd0cc6a43","2023-03-22T08:44:42Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,65,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.6026299452494088
"55d30f7e-aaa7-ec48-6e5d-3bf811bbc48c","2023-03-22T08:45:25Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,61,"weiblich","Deutschland",6,"Ja","Nein","Ja",0.6272689055555939
"debcae91-2a42-5b89-01b2-9a97bca47443","2023-03-22T08:46:41Z","Cmax",5,1.6094379124341003,5,1.6094379124341003,55,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.5638935126536319
"4ddeda24-e7a7-251c-6307-eef5075f89b9","2023-03-22T08:47:18Z","Cmax",9,2.1972245773362196,8,2.0794415416798357,33,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.5524209241117196
"8ec1f6f1-f597-d9cc-57dc-c2eac3b74f37","2023-03-22T08:48:29Z","Cmax",10,2.302585092994046,10,2.302585092994046,45,"männlich","Deutschland",2.5,"Ja","Nein","Ja",0.5520255959341085
"45223976-3df6-4714-f95a-0d09a54cbaeb","2023-03-22T08:49:15Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,58,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.5735677528330684
"2fe3805c-1230-4fa2-7f71-b4c8a3502b8e","2023-03-22T08:50:50Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,46,"männlich","Deutschland",3,"Ja","Nein","Ja",0.5846909381753056
"5515dad9-2c1c-66f8-a8fa-ee3e38e04244","2023-03-22T08:51:25Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,31,"weiblich","Deutschland",3.5,"Ja","Nein","Ja",0.5961444964188988
"d5c3397d-182b-5817-715e-0de843b276e0","2023-03-22T08:52:17Z","Cmax",12,2.4849066497880004,12,2.4849066497880004,55,"weiblich","Deutschland",2,"Ja","Nein","Ja",0.6202967887222439
"62ae052d-d35d-701f-1c0e-31853adbbded","2023-03-22T08:52:41Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,37,"weiblich","Deutschland",6,"Ja","Nein","Ja",0.6328090560957328
"8b8a4ffc-1b03-9e87-38df-7ba17cce442e","2023-03-22T08:54:38Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,35,"weiblich","Deutschland",4,"Ja","Nein","Ja",0.593558089381202
"afe9751d-200d-1f16-5a3e-41c2289b6fd3","2023-03-22T08:59:14Z","Cmax",6,1.791759469228055,6,1.791759469228055,36,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.5465499350391585
"417820ed-ec17-857f-c8ce-14537f50b03f","2023-03-22T09:22:21Z","Cmax",7,1.9459101490553132,7,1.9459101490553132,53,"weiblich","Deutschland",2,"Ja","Nein","Ja",0.5150812282530339
"1adef771-3bff-dbee-485c-c3f5b12e0186","2023-03-22T09:25:35Z","Cmax",11,2.3978952727983707,11,2.3978952727983707,33,"weiblich","Deutschland",4.5,"Ja","Nein","Ja",0.5244895071833294
"2c6028b5-6238-4450-d196-1c4b1db83128","2023-03-22T09:26:21Z","Cmax",9,2.1972245773362196,9,2.1972245773362196,44,"weiblich","Deutschland",5.5,"Ja","Nein","Ja",0.5142163610844499
"fa05af6a-f769-2abb-b349-9b2ea7ece2f7","2023-03-22T09:51:54Z","Cmax",13,2.5649493574615367,15,2.70805020110221,48,"weiblich","Deutschland",5.5,"Ja","Nein","Ja",0.5435281005180445
"3e5fe8c6-ac15-3adb-c3eb-dc7417fb9114","2023-03-22T09:53:24Z","Cmax",10,2.302585092994046,10,2.302585092994046,78,"weiblich","Deutschland",6,"Ja","Nein","Ja",0.5431453784052053
