"X","subject_id","date","session","sums","sumsnosave","nosavedel","age","sex","QL1","QL2","QL3","QL4","QL5","QL6","ssum2","ssum1","osave.bf","ssave.bf","snosave.bf","BF"
30,"f1ced20c-703b-864a-9a19-e5e5397307de","2020-10-14 14:25:45",30,13,8,0,57,"männlich",3,5,5,5,2,1,8,13,0.784560543807192,0.638893534310283,0.982646526971565,0.6537156970410343
31,"144c411d-b484-ad99-1408-7667e2abffe5","2020-10-14 14:26:43",31,6,10,0,18,"weiblich",1,4,3,5,0,2,10,6,0.692982618964083,0.578298495339007,0.980869769778217,0.5708139665141793
32,"bdcfc55e-77fc-911c-9b4b-f2e47d14078c","2020-10-14 14:28:16",32,11,NA,1,64,"männlich",4,4,4,4,4,3,12,11,0.710253393433824,0.589404434817738,1.04782400502397,0.585513204476283
33,"ded4a781-7bb2-4aac-8c94-90ffa3bc1b53","2020-10-14 14:29:19",33,11,NA,1,51,"weiblich",3,3,4,4,2,0,9,11,0.728742365410249,0.601282762471234,1.00900733796715,0.6013579256071037
34,"d0ef9545-a5d6-993e-bc50-a2c467dad494","2020-10-14 14:30:04",35,10,NA,1,76,"weiblich",5,5,4,3,4,4,8,10,0.725204514214033,0.597197348985669,0.937587470354697,0.5977048763842026
35,"af0f888a-18eb-dccb-5b9f-bf2462bf6c4b","2020-10-14 14:30:14",34,10,11,0,57,"männlich",3,3,3,4,3,4,11,10,0.721734273178447,0.593208177121409,0.967782673661599,0.5941439572961389
36,"18652dd5-caee-c1e5-3dc0-1a4e42c2ab07","2020-10-14 14:31:25",36,7,NA,1,75,"männlich",4,5,4,4,4,3,11,7,0.658056926839532,0.548911446591335,1.00016952257463,0.5386343964584906
37,"38e7326b-079d-3d43-b47e-05cc42917b92","2020-10-14 14:33:42",37,10,6,0,20,"weiblich",5,4,5,6,5,4,6,12,0.654461008971369,0.576143909103043,0.865901536134767,0.5352342010177006
38,"48612fe1-d620-2033-32f4-184a342da933","2020-10-14 14:35:47",38,6,NA,1,25,"weiblich",6,5,5,6,6,4,11,6,0.587416186592244,0.524727371889485,0.891491190432654,0.4790867271458114
39,"79e6a67e-49a1-4a4c-be6b-91cd218e29ac","2020-10-14 14:52:52",39,11,NA,1,66,"männlich",3,5,5,5,3,4,12,11,0.600395063126522,0.534403287419118,0.948837685306339,0.4895072427487318
40,"15e8878e-9a97-75de-b09b-b0c3b799e25e","2020-10-14 15:07:13",45,8,8,0,18,"männlich",3,3,4,4,4,4,8,8,0.567006392914061,0.507361466958841,0.884646372108867,0.46204147668524265
41,"5af40855-ce26-e457-ac40-3fdfd24a86a2","2020-10-14 15:10:17",41,10,11,0,61,"männlich",1,3,3,6,3,1,11,10,0.563496301630735,0.503781126531689,0.911632167754385,0.45901249102914476
42,"2b4a9cdc-2847-7379-12c9-ab618e4b5312","2020-10-14 15:10:19",40,11,NA,1,40,"männlich",5,1,5,5,3,4,8,11,0.575981433956242,0.513177791851772,0.850938668055293,0.46890998201157674
43,"86a0e352-1c3c-0f61-f847-d48bf9305f9f","2020-10-14 15:19:29",42,8,NA,1,70,"männlich",4,4,5,5,5,3,12,8,0.544185745637602,0.487370502174607,0.904641025333991,0.4431712633498356
44,"c93376c6-8a48-2c8c-67d3-411879aefa14","2020-10-14 15:45:04",43,11,6,0,NA,"weiblich",5,3,4,4,2,1,6,11,0.556099036930192,0.49640387112873,0.792927093869094,0.4525260299056065
45,"ef222e4b-56d1-7449-765e-190961b721b1","2020-10-14 15:52:21",44,10,10,0,23,"männlich",4,4,3,3,3,3,10,10,0.552861474695302,0.493120342082588,0.790380020490029,0.44976833736125366
46,"09d2ab02-2e51-fcb8-8617-9cf9c13559fc","2020-10-14 16:01:50",46,12,NA,1,63,"männlich",5,5,4,5,5,4,7,12,0.582795152417697,0.516890861597068,0.721786359670186,0.47362588779399906
47,"87974cc3-3b28-a010-cfd6-7bbc38c15811","2020-10-14 16:05:35",60,8,11,0,NA,"männlich",3,3,3,3,3,3,11,8,0.550032256954505,0.49046927347842,0.740075161094313,0.4471899343825317
48,"5c017246-e460-9fba-5953-452a506e808b","2020-10-14 16:06:21",61,8,NA,1,55,"weiblich",3,1,0,2,0,0,9,8,0.520049324244329,0.466055974485351,0.716536739917885,0.42335515570592946
49,"130e9638-b77d-c27d-5a2d-a125e639c6ea","2020-10-14 16:14:23",47,11,5,0,62,"männlich",5,3,3,4,2,0,5,11,0.531467742611762,0.47482407741318,0.627096126143799,0.4322027256338246
50,"d171a908-e82d-4500-291d-9e5acb05edff","2020-10-14 16:15:31",48,8,NA,1,65,"männlich",3,3,1,4,3,3,8,8,0.502881195787704,0.451460021366308,0.594350876612455,0.40970269555629935
51,"2f238405-d746-683c-7b10-b308666b94c5","2020-10-14 16:19:47",50,8,NA,1,70,"männlich",6,6,5,6,3,5,11,8,0.476613735141548,0.429808930803728,0.606845208200344,0.38927600589392125
52,"24be7850-0b6e-2df0-ea45-4f9588b87382","2020-10-14 16:19:55",49,10,NA,1,60,"weiblich",4,3,3,5,4,2,8,10,0.473747355615726,0.426972595371276,0.575473959674069,0.386985905509713
53,"4dbbfe2f-1764-13ba-e33a-c990f86a74fd","2020-10-14 16:21:22",52,7,11,0,61,"weiblich",3,1,3,6,4,4,11,7,0.44104609804122,0.400196990504824,0.58743755045876,0.3619398266221658
54,"26284f4d-8433-a364-7058-78037f3ae09f","2020-10-14 16:21:47",51,10,6,0,67,"männlich",4,3,3,4,4,1,6,10,0.438299132872327,0.397499214085182,0.53456518992111,0.3597953261918206
55,"3857ae8c-e97d-f91c-0399-997c24289e5e","2020-10-14 16:28:14",53,9,12,0,50,"männlich",6,3,5,6,4,6,12,9,0.425593044972371,0.386606300923404,0.558859112564416,0.3501322473903848
56,"0c1a8a0e-92bf-d010-4e1b-bd31666ae2f6","2020-10-14 16:33:33",54,6,12,0,23,"männlich",5,2,5,4,2,4,12,6,0.3922558336485,0.35920192637146,0.584959911692345,0.3250710257466547
57,"1b450e68-e902-e39f-1d7d-396e682c8dba","2020-10-14 16:35:43",55,10,11,0,57,"weiblich",6,5,6,6,4,6,11,10,0.389706854480934,0.356717919091681,0.59726052228065,0.3231344937654693
58,"2cb25af2-1cfe-b743-eae7-6d99d5907f20","2020-10-14 16:40:54",56,8,NA,1,73,"weiblich",5,2,3,5,3,0,7,8,0.371993706184423,0.341605395389218,0.554444626239631,0.3099268616565476
59,"20ff2fcd-471f-7a6e-abd8-18d48fc9371f","2020-10-14 16:41:20",57,5,NA,1,59,"weiblich",6,3,0,3,3,3,6,5,0.342570106074916,0.317099632534469,0.506812494859797,0.28813729373441205
60,"c146e14e-55c6-ee15-155b-d66d66cb2a84","2020-10-14 16:41:37",58,9,NA,1,62,"männlich",3,4,4,6,3,3,7,9,0.3338340028343,0.309356463089502,0.474385797046618,0.2816991223329284
61,"5018f591-5a74-079a-4084-c233575a2168","2020-10-14 16:46:00",59,9,NA,1,18,"männlich",2,2,1,5,2,6,8,9,0.325380240440209,0.301854231363932,0.453268130989669,0.2754697112520739
62,"4b1b6392-273a-8c10-4387-5430c72a6365","2020-10-14 17:00:46",62,11,9,0,33,"männlich",2,5,5,5,1,3,9,11,0.330150901098963,0.305762984167245,0.441732993133595,0.27896563582084544
63,"b48fdd3e-eac4-31c1-d72b-eaa4bfd48ec9","2020-10-14 17:02:29",64,10,NA,1,18,"weiblich",3,2,4,5,2,1,10,10,0.327964846213357,0.3036473731847,0.439355798665938,0.27734818506262504
64,"cf866610-3e01-3399-d205-51ad5e574ec2","2020-10-14 17:18:56",63,8,NA,1,64,"weiblich",6,4,4,6,3,3,12,8,0.314508560547494,0.291941404084064,0.457189457682253,0.26747301228127496
65,"0afd4929-e94a-1c82-a93c-7ed62d9c91f9","2020-10-14 17:27:05",65,11,NA,1,61,"weiblich",4,2,5,3,3,4,9,11,0.319159259109903,0.295758034043743,0.445485313727441,0.2708663461735044
66,"7d58e244-e07d-b5e4-0c51-d5734fd99096","2020-10-14 17:39:59",66,9,NA,1,50,"männlich",3,3,3,3,3,3,9,9,0.311168279430668,0.288687569491358,0.434145570919734,0.2650115620685909
67,"42802b40-7280-7e0a-d455-1cab844706b7","2020-10-14 17:40:24",67,10,NA,1,33,"weiblich",3,5,6,6,4,3,12,10,0.309160152646272,0.286748508761184,0.451950641624008,0.26353494190423027
68,"e944bd40-cba0-e8d2-1055-8a6fd507bf8c","2020-10-14 17:41:54",68,11,NA,1,58,"weiblich",4,4,4,5,3,5,15,11,0.313855785312803,0.290612010860931,0.508439839790496,0.26695875894616666
69,"9f0277da-aff4-9b8c-5acf-4029a7dbca08","2020-10-14 17:44:27",69,11,NA,1,54,"männlich",0,0,0,0,0,3,10,11,0.318733154951335,0.29463283917571,0.506223989905217,0.2705132208870562
70,"abf5b4ad-18bc-593d-adb8-83de53927c6d","2020-10-14 17:49:27",70,10,NA,1,60,"weiblich",5,5,5,5,5,5,8,10,0.316787858182465,0.292756461420867,0.483001442922461,0.26908217007836216
71,"df6fc364-cd90-2f74-3771-f4447d9cb5af","2020-10-14 18:00:33",71,12,NA,1,56,"männlich",3,2,4,5,4,4,12,12,0.32985401414505,0.303876518216034,0.503561967170554,0.2786440044296109
72,"5be92e4c-5367-7a8d-bd59-19c21220279e","2020-10-14 18:04:18",75,11,12,0,80,"männlich",3,3,3,3,3,3,12,11,0.335349478011472,0.30841210794717,0.525521291076977,0.28266626082164376
73,"7117c66c-becb-2aa1-4f79-f13c20e4dabe","2020-10-14 18:08:00",79,6,8,0,67,"männlich",4,3,5,6,4,3,8,6,0.312415134326785,0.288996312687904,0.500963494424982,0.26586621832443696
74,"7c00211f-ba74-7480-540a-162bd722cecd","2020-10-14 18:18:37",72,15,10,0,55,"weiblich",3,4,3,4,3,3,10,15,0.352916673245146,0.324370985914196,0.498883329120759,0.29553092151543764
75,"fdbde4d3-5712-095e-e5c6-d396c01c3c1e","2020-10-14 18:29:19",73,13,NA,1,58,"weiblich",5,4,5,6,5,5,13,13,0.376818224593055,0.344884400082685,0.53378712685677,0.3130976748902975
76,"3d1be0c8-b43c-0c1d-43dd-d7306434d51a","2020-10-14 18:37:41",74,6,NA,1,79,"männlich",3,3,3,5,0,1,9,6,0.349664852127036,0.321951979520536,0.51980997794579,0.293117165978103
77,"cb767450-dae5-9828-2e45-435d41e5b982","2020-10-14 18:43:11",76,11,10,0,50,"männlich",1,1,3,4,2,0,10,11,0.355249100757688,0.326586015782239,0.517799071869159,0.2972014183478707
78,"aaa882fc-06ed-6f41-f0e9-b5836703652e","2020-10-14 18:47:46",77,15,NA,1,77,"weiblich",6,6,5,6,4,3,13,15,0.399355840442082,0.364969102486563,0.554780800574542,0.3296637561085528
79,"8ced5769-0782-bb73-b57c-60c6b88a6ca4","2020-10-14 18:54:45",78,7,11,0,56,"männlich",4,3,4,4,3,3,7,11,0.375833307874039,0.37066283202016,0.516984058590172,0.31229163006313526
80,"09228c20-91e3-7e4b-7a35-bb099e0de8f2","2020-10-14 19:09:14",86,11,NA,1,22,"männlich",5,4,3,4,5,4,11,22,0.381990528844647,0.500642170409547,0.52714999830792,0.31680320882765156
81,"bfe2ce88-4d3d-22b6-ba9d-f9c9f3322c5a","2020-10-14 19:15:49",80,9,NA,1,66,"männlich",4,5,4,4,4,4,9,9,0.372725618011518,0.489067833111815,0.513454961668182,0.30996949602819923
82,"bab0f718-a336-1a7e-e80d-c09b5819daef","2020-10-14 19:38:26",81,8,NA,1,34,"weiblich",4,5,5,5,4,4,12,8,0.357288308481449,0.469045408903715,0.536427251299156,0.2986273171443724
83,"4ef6fba7-5b54-17d9-aeb2-ccdd46383e75","2020-10-14 19:40:39",82,8,NA,1,59,"männlich",4,3,4,2,1,3,13,8,0.34279467706512,0.460185929427188,0.57519356329129,0.2880080347934677
84,"a95c54df-f0de-b8e3-04ca-6377e5f3930d","2020-10-14 19:49:21",83,13,11,0,71,"männlich",4,4,4,5,4,3,13,11,0.364319532971476,0.45717130962236,0.617755159056584,0.3037520852930438
85,"2428f178-d2aa-a5b8-7c6d-c603680da6a9","2020-10-14 19:50:35",84,8,9,0,NA,"männlich",4,5,5,5,5,4,3,5,0.34947369146491,0.418502093605116,0.528105005655174,0.29287131415277473
86,"4c48c6f2-fc03-c9a1-1be7-f163930a8020","2020-10-14 19:56:32",85,10,10,0,62,"weiblich",6,6,6,6,3,6,10,10,0.347813688301964,0.416739768806083,0.526278401522577,0.2916474011010674
87,"35503e07-e9de-69bb-0412-097bf99698d5","2020-10-14 20:03:12",88,11,NA,1,55,"männlich",4,4,3,4,2,3,9,11,0.353347745031509,0.422815241760985,0.51325064461951,0.2956820451906217
88,"ac9a671f-35a6-8bc4-c20a-50b1fb8654cd","2020-10-14 20:03:23",89,11,NA,1,80,"männlich",4,5,4,4,1,0,12,11,0.359084664175587,0.42910215901769,0.535017399515281,0.2998654164140076
89,"230730e0-a850-dd08-5ff5-072cb9bec932","2020-10-14 20:10:03",87,10,10,0,56,"weiblich",5,0,3,0,0,0,10,10,0.357460299240489,0.427383239903639,0.533243359371581,0.29866568153052503
90,"1f87bcca-2b8c-508a-dfdf-8bacd58c4f18","2020-10-14 20:33:53",90,5,NA,1,52,"männlich",5,1,4,4,2,1,9,5,0.328339340092668,0.392539062590194,0.519924845854017,0.27740684882619704
91,"9861c252-8e67-9699-3547-f54a2fb0faab","2020-10-14 20:37:36",91,15,8,0,83,"weiblich",4,4,4,5,4,3,8,15,0.365519967415898,0.431291479464153,0.496505010744685,0.3045335189372379
92,"3ad844a7-32a9-a845-80b2-73f31641596a","2020-10-14 20:50:23",92,7,10,0,82,"männlich",5,5,5,6,3,3,10,7,0.345435113255777,0.408415332068628,0.494790586170692,0.28985574627030747
93,"56182cc7-a0e0-7b62-4cd2-1b33b7a0d715","2020-10-14 21:16:45",93,13,NA,1,48,"männlich",3,4,4,4,1,0,11,13,0.366076175313149,0.430417654152806,0.504133208682338,0.30491409845822826
94,"3031177f-efb8-40ae-656a-201a897c9b88","2020-10-14 21:20:50",94,6,11,0,40,"männlich",5,3,3,4,3,3,11,6,0.341109615883978,0.401625919041215,0.51383074597687906,0.28668726187845867
95,"5afe9a51-5371-77d9-a644-add5a09f3683","2020-10-14 21:29:36",95,10,NA,1,58,"weiblich",6,3,4,4,3,3,8,10,0.339613112635181,0.4000362163934,0.490578815049549,0.28559030962186194
96,"9582ecef-2e7e-0111-dafa-dba91f704d3d","2020-10-14 21:29:38",96,9,NA,1,56,"weiblich",4,4,4,5,3,3,11,9,0.332166196246538,0.391769517958368,0.499915323297572,0.2801630836532485
97,"2c924018-f30f-add2-ca0d-77b96a2197ef","2020-10-14 21:40:29",97,8,10,0,45,"weiblich",4,4,4,6,4,3,10,8,0.319701470516088,0.377657990737443,0.498276886198981,0.2710926631830734
98,"fb28cd83-8774-20ff-7096-fa03f37ae651","2020-10-14 21:50:18",98,14,NA,1,36,"weiblich",5,5,4,5,4,4,11,14,0.345580488672399,0.405157410724797,0.507976686418212,0.28991509254192155
99,"214228c4-efeb-c53b-1ad1-1f69b2c58a16","2020-10-14 22:35:40",99,11,NA,1,60,"weiblich",6,5,5,6,4,3,8,11,0.350785265565752,0.410884711046742,0.484892307318547,0.29369729835591946
100,"8f45cea2-a8a4-8429-dab7-f96eb8d38b70","2020-10-15 09:48:22",196,11,8,0,80,"männlich",3,3,4,4,2,1,8,11,0.356165281803034,0.416796606326985,0.463313375103671,0.29760701720131294
101,"a3dd8218-2eee-c8d1-420d-b5f6fa9815ca","2020-10-15 09:51:50",197,8,NA,1,55,"männlich",3,4,5,5,3,3,9,8,0.342399630439311,0.401375788185354,0.452124573276369,0.2875804795025804
102,"c4d5deda-7e04-943f-4acf-e9fef1b3d527","2020-10-15 09:53:30",199,12,NA,1,66,"männlich",0,5,5,6,3,0,25,12,0.354758709663254,0.414768393367783,0.64008850111378,0.29656543218707315
103,"2568800f-42e2-c842-f71a-b743d8a2eff4","2020-10-15 09:53:35",198,12,NA,1,52,"weiblich",5,2,5,4,4,2,14,12,0.367821840370113,0.428887207672069,0.695278024810941,0.30606888751283867
104,"c58b36eb-304e-62b8-dffe-01a03a26443b","2020-10-15 10:03:14",107,11,12,0,66,"männlich",4,3,3,4,1,3,12,11,0.373747496991053,0.435370522008608,0.724647134050961,0.3103757879092579
105,"62cbfa16-7162-ae44-9f03-cde0bcca05c4","2020-10-15 10:03:52",106,9,9,0,61,"männlich",5,5,4,5,3,5,9,9,0.365349431611812,0.426151047194709,0.707366957857481,0.30424716138937086
106,"76206aa9-c57f-8698-78bc-5d0b0f77a164","2020-10-15 10:04:18",112,8,9,0,69,"männlich",5,4,3,4,2,1,9,8,0.350978628224969,0.410110970974447,0.690589636085741,0.29378557112579856
107,"1c6af52a-2421-be5c-f53f-c241e68609ec","2020-10-15 10:05:34",116,8,10,0,32,"weiblich",0,5,4,6,0,6,10,8,0.33743455896554,0.394924079002594,0.68910499089701,0.28394196236107316
108,"c03d1db7-cefd-5714-a2a2-2a166fbaf265","2020-10-15 10:08:21",120,8,11,0,68,"männlich",5,2,4,5,2,2,11,8,0.324657057916719,0.380533718286745,0.702860854398486,0.2746664975365133
109,"55951baf-786f-5149-0aba-2cbe27095b7d","2020-10-15 10:08:56",119,8,NA,1,69,"männlich",5,5,5,5,3,5,13,8,0.312591254428563,0.366887774824999,0.749581515302704,0.2659143485243278
110,"f7cf2041-2340-6ab8-5054-17e486060293","2020-10-15 10:10:09",100,13,14,0,66,"männlich",4,2,4,4,2,1,14,13,0.330308373108276,0.386027299752824,0.818691464073863,0.27876102995882035
111,"ac1c5050-aece-bd74-4445-673784c3d582","2020-10-15 10:11:51",101,9,14,0,45,"weiblich",5,3,4,5,3,4,14,9,0.32325186582862,0.378183728172441,0.896254845325904,0.2736424344526981
112,"ffcf1bad-3ff2-538a-50b8-2ce49c81077f","2020-10-15 10:15:25",102,12,10,0,64,"weiblich",3,0,4,3,0,3,10,12,0.334718343094512,0.390686519497882,0.895011162610443,0.28195322673734263
113,"fca38d26-2866-62c2-fb33-ba88488a41dd","2020-10-15 10:16:32",103,10,11,0,31,"männlich",5,5,3,4,4,1,11,10,0.333456720643344,0.389342106161812,0.915660604694331,0.2810357468726206
114,"64379cf0-2b17-d401-a8e5-ab1c59a76a36","2020-10-15 10:19:02",104,10,NA,1,67,"weiblich",4,3,4,5,3,3,7,10,0.332207581213726,0.388010076295052,0.848879830234284,0.2801278894320876
115,"5b93350b-7e6c-7fe5-0c1e-02b8e1d95dd9","2020-10-15 10:24:56",105,10,8,0,72,"männlich",4,2,3,4,1,1,8,10,0.330970714242057,0.386690230662948,0.808140869361037,0.2792294789392042
116,"8cf31311-19c6-5845-6c04-24d82a6334e7","2020-10-15 10:31:26",108,10,8,0,18,"weiblich",5,4,4,6,3,5,8,10,0.329745914323144,0.38538237476472,0.770096071757105,0.27834034451297773
117,"c3377f78-8031-7073-646d-481c543affaa","2020-10-15 10:35:53",109,9,7,0,78,"männlich",0,0,0,0,1,1,0,0,0.3226486756012,0.33600470776532,0.619269425345321,0.27319947971348
118,"934db446-a0d1-fec5-d253-83661c948394","2020-10-15 10:36:15",111,11,NA,1,71,"männlich",4,5,4,4,4,3,10,11,0.327661574554607,0.340177491576681,0.617865748009578,0.2768280495312034
119,"3c7d1eb5-9030-5669-e2a0-295612f8b367","2020-10-15 10:36:54",110,10,8,0,70,"weiblich",4,1,3,1,1,6,8,10,0.326471220508982,0.338966142361667,0.592964747848055,0.27596529675386083
120,"dabfcc18-9782-86b5-200d-fb9407353ed5","2020-10-15 10:42:09",114,11,12,0,82,"männlich",3,4,4,5,2,3,11,12,0.331644721624161,0.34909773522036,0.603191156446034,0.2797085211315814
