"subject_id","date.x","sumsexp","sumscon","conrw","exprw","expbf","conbf","respid","status","interview_start","interview_end","q5a","q5b","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q2_7","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q4","q6","gender_image","s2","agegroups","totaltime","exp.BF","con.BF"
"qTih91oSMdwEoENtrHGWBzQ2eFDjGhBPECy4KK93CSQ-Dw2iqvbx51KZHO73deP4iPBr2EGeC_Atits4OCT1m3uDr3yoJo0VP9rav0qqCeg1","2018-10-01T16:46:09Z",7,9,-23,-84,0.1056083894731236,0.189655010909382,5367,"complete","1-Oct-2018 15:44","1-Oct-2018 15:54",2,2,7,6,2,5,6,3,5,4,3,4,4,4,4,3,"Unfälle und Verbrechen",1,55,5,"526.0",0.10560838947312357,0.18965501090938175
"GDKTXQ9dU-4nfr0yqh3ZzeGChtqRokBbS3JzlWHh93EBJwxa0NImYjhXxOWWt20Hq7WhdvtcaJzTpm6F_7Jl7kkWTRh6t-b2C-MXHntSGSg1","2018-10-01T17:12:31Z",11,7,-26,-83,0.1064128478745021,0.183488687925499,10295,"complete","1-Oct-2018 16:16","1-Oct-2018 16:24",2,3,4,5,1,4,2,2,6,4,2,4,2,3,4,5,NA,1,65,6,"460.0",0.1064128478745021,0.18348868792549886
"cCAayutQ6CM8J7yO7NZZzKKkvKv4uLLLHbFjxHzLzicsf9ACNG3jcgd1Y2lpxPADCr0lm0F8vI-xkdeODf4SQThyDVc8Ae0coeJcKOVyaPM1","2018-10-01T17:15:32Z",11,9,-27,-82,0.1072277902083473,0.181421265867082,10639,"complete","1-Oct-2018 16:13","1-Oct-2018 16:24",3,5,6,5,5,4,3,3,4,3,4,4,3,3,4,5,NA,1,67,6,"619.0",0.10722779020834729,0.1814212658670825
"CJv4GbEPAmSeNtnI4_yfbS8naH-RX5Tx1ilwmnj164YAsgjrmh8iZSkYpp_QcMM3mSIerHx1BuyFsbr5edPkK3HALXBe9SUl7p2f-Wr9bS41","2018-10-01T17:17:36Z",9,8,-29,-83,0.1063024045035771,0.177500318130983,10522,"complete","1-Oct-2018 16:13","1-Oct-2018 16:25",1,3,5,3,2,4,2,2,2,4,2,2,2,3,2,5,NA,1,69,6,"665.0",0.10630240450357714,0.17750031813098258
"3IaV-TWGDazJRxZVEbukgMdvPiM_64uFqVuO3Sa6bgHJnAZH7FmOBryR9MuBYpONUcCncaikUzBFXzd4ZJlB9Bw9DIv2hW3r802PrKfG-fo1","2018-10-01T17:17:39Z",11,8,-31,-82,0.1071165082572012,0.173705842143876,10686,"complete","1-Oct-2018 16:15","1-Oct-2018 16:24",1,2,7,7,7,6,4,5,4,3,3,4,3,3,3,5,"Gedächtnis?",1,43,3,"511.0",0.10711650825720123,0.1737058421438765
"nlKPV_yhjDlIU6Z_Ttw-4vU-lGqIIsbp3U9UKE9PcX05bhf9XNDM3GGD_GuF2GGX4jfM7O_RWGKvjIbuxt3Wy-o-Qp9OTVpF3_KVKDg403s1","2018-10-01T17:20:01Z",6,11,-30,-86,0.1037593998475362,0.175451482229368,10480,"complete","1-Oct-2018 16:16","1-Oct-2018 16:29",1,2,7,7,7,7,7,4,6,3,3,5,4,5,5,5,"Mord und Totschlag",1,70,6,"659.0",0.10375939984753617,0.17545148222936782
"X9BWIYGKKEG31Hc5EaNxuB2dqLw3NzZJOVYyJXbQJR3xdU1uCElicW7IQkEgH6Ajx0TSXVvmgCnifUZ-Lr146E7cqKkartJA2Q7xKtuTrko1","2018-10-01T17:21:09Z",10,14,-26,-86,0.1036988344560852,0.183087899629741,10577,"complete","1-Oct-2018 16:20","1-Oct-2018 16:27",2,2,6,5,4,5,2,4,5,3,3,3,3,3,4,3,NA,2,55,5,"413.0",0.10369883445608524,0.1830878996297412
"TgFum8tJDWZHoJAcMkzrOttkgww-jablrYhYsIlKGHMzbeV9G_kZxOQZIy8-OQ29q25u3PhxgTcltuUlJst-lzLJAftmyvoVNIbnA6cjdbQ1","2018-10-01T17:21:59Z",8,9,-27,-88,0.1020299903942209,0.181029186794118,10507,"complete","1-Oct-2018 16:20","1-Oct-2018 16:30",3,3,5,5,6,4,5,4,2,3,3,2,3,4,3,5,"augen",2,52,4,"566.0",0.10202999039422087,0.18102918679411742
"oCcU6d2TI4KIww5gItvVpjuEWJ59r3jCUMAmPWTJwuRo6j1mh0pxhgeBf6NOPIzW5zIhPrYH_BBUQVs0yikdN3PiK_lO7VF6td9Atm4qHIE1","2018-10-01T17:23:38Z",10,5,-32,-88,0.101970558627292,0.171730593434906,10361,"complete","1-Oct-2018 16:22","1-Oct-2018 16:30",2,3,5,4,2,3,3,4,6,4,2,4,2,2,4,5,"das Empfinden beim Betrachten",1,69,6,"447.0",0.10197055862729203,0.17173059343490563
"h44EL5c51hulPwVwz9hjlG4mH0kuXTGL7sZBWjMBKQOIY7oLDFXpTKTxlAXeFB-3hMAcxgU--3qa5TyWtV9zenpcuRsVrbiu1mVww3hgAL81","2018-10-01T17:24:05Z",9,11,-31,-89,0.1011166513417152,0.173441094530942,10481,"complete","1-Oct-2018 16:20","1-Oct-2018 16:31",1,2,6,5,4,6,3,5,4,3,3,4,3,3,3,5,"testen ob man die bilder angeschaut hat und die verbundenen emotionen",2,47,4,"624.0",0.10111665134171516,0.17344109453094156
"IgaE1_IQqPibaH2yNZCsCjU91UIQLUsHnsmeyUQeIUOdnwOyi5IZ26Fb7TrxsTHo2GixME--_LSB0vwG1gINjfayHiw-PYlU4yKbQoZD7DQ1","2018-10-01T17:24:59Z",8,12,-29,-91,0.0995140618572353,0.17705464990834,10734,"complete","1-Oct-2018 16:17","1-Oct-2018 16:31",2,3,3,3,3,4,2,3,5,4,2,4,3,2,4,5,NA,1,66,6,"436.0",0.09951406185723534,0.1770546499083397
"o5BmxV3zzH0m_9fEZjzJ41PKtf0R9dlPiyUVPn6VxFKliUuKCmqSnENYpqkPzgwuWP-HwCPk6OUPdMyGAn2ThbPwTWXkDdNztEMTd6WY6jQ1","2018-10-01T17:26:30Z",10,10,-29,-91,0.0994562802200735,0.176953077289566,10434,"complete","1-Oct-2018 16:24","1-Oct-2018 16:38",1,4,7,4,4,4,1,1,7,5,1,5,3,3,3,5,"weiß nicht",2,68,6,"830.0",0.09945628022007337,0.17695307728956639
"zmak0mffaQqrJt5bvAsis4Va6aDsNKnkf7YZCdMWOPgiMowBGLh2chDhhivB0BdOvh-owRTgwqNH2A-z1jHRafoBvKgNS87vVT13DQzEucY1","2018-10-01T17:29:08Z",9,9,-30,-92,0.0986355157929891,0.174998229879997,10432,"complete","1-Oct-2018 16:26","1-Oct-2018 16:37",3,3,6,5,5,6,5,5,5,4,3,4,3,2,4,5,"was ist Glück und Unglück im Leben",2,65,6,"591.0",0.09863551579298908,0.17499822987999697
"AG_XYmzdwg9SEjITFRiJJd_U0lIkX-wSfMEXCy1n_54bY2cH6hlrn4xIwdeWZTnGlAVvUNf0FG8uLdZNF7EA128PlYQSx52CZy2kQ4dDc241","2018-10-01T17:30:14Z",9,12,-28,-93,0.0989017630085389,0.178662941899866,10768,"complete","1-Oct-2018 16:28","1-Oct-2018 16:36",4,4,5,5,4,2,2,3,5,4,2,4,2,3,4,5,NA,1,69,6,"483.0",0.0989017630085389,0.1786629418998656
"OJ4ib4H5tNK9Ua7vcrMz1Ksj2qu5ivVq-e4_dTrybRbEPfEvAZxp4Xsb_FclVIMz6rXXX1KLCYFp0o1jm0hDDCkDVkzxAJWdIJEUe9hfJxg1","2018-10-01T17:30:34Z",7,8,-30,-96,0.0956091077617688,0.174839456549158,10391,"complete","1-Oct-2018 16:28","1-Oct-2018 16:38",1,3,5,5,4,3,4,5,6,5,2,5,2,5,5,5,"die Reaktion der Menschen auf gute und schlechte Nachrichten",2,74,6,"546.0",0.09560910776176877,0.17483945654915786
"qsiiY27wwhUdXFM9yTY9tf_41cqwUidBo3FkSip7q22NUPwlPiiNHjfg-QUwkeyw8Dl7xhqeRk5DZXt1uDRFjICa41fDKK1zX58OGJ9tLG01","2018-10-01T17:35:12Z",10,7,-33,-96,0.0955538431879568,0.169396907523613,10559,"complete","1-Oct-2018 16:30","1-Oct-2018 16:41",3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,5,"weiss nicht",1,69,6,"642.0",0.09555384318795679,0.16939690752361258
"nqXVulkNP949fSzjOGPTQrs_150Kf9QnAOl62ZzCW5bEdfj3I7VfH0u5HqbM8iu-sJGlpzsIlmy29jmp8qj0ba-2c8cD7rG3tjBxKUkQdgU1","2018-10-01T17:38:51Z",10,7,-36,-96,0.0954986630259816,0.16421179234313,10304,"complete","1-Oct-2018 16:37","1-Oct-2018 16:45",2,3,4,5,3,4,2,4,6,4,2,4,2,2,4,5,"keine Ahnung",2,51,4,"445.0",0.09549866302598163,0.1642117923431305
"i_n2K2d5ArWuL3AQ5DopL_ZxibhQj56wEZjPqnjcMESGgPGXzFYjcs_d0KLYM_Y8TYQ9A45MkSOnGA_boIRdUXD1rhoG32ESJQYsfo09iMo1","2018-10-01T17:40:35Z",13,7,-39,-93,0.0987992251122718,0.159268951990145,10506,"complete","1-Oct-2018 16:39","1-Oct-2018 16:46",2,3,4,2,4,2,2,3,6,5,2,5,2,2,5,5,NA,1,66,6,"426.0",0.09879922511227175,0.15926895199014518
"P5Viu113PGB-2a9SWBFpvStdDb9Nzfw_aMOHGDDnSP3FCxIuuevTdmuhgFqNA2ZKCV--MCRuIH4Tlj7aYKHynVhFP2X2up2Z0tJ76gHHQ2Q1","2018-10-01T17:43:20Z",7,12,-37,-96,0.095511377341042,0.162439839795642,10372,"complete","1-Oct-2018 16:41","1-Oct-2018 16:50",2,3,6,5,2,4,4,4,6,4,2,4,2,3,4,5,"keine Ahnung",1,67,6,"537.0",0.09551137734104198,0.16243983979564236
"jjf7Jj3bggXE6HQOkU4WElPaMf-Rteq8txdpzFcvd2qS8pPKogyWeHKklmX7HeThAENcDIhZ_RLBPt_dpHZQZ__mpGjKwE_lYykBV4DXEro1","2018-10-01T17:45:27Z",13,7,-40,-93,0.0977339703848548,0.157580846863626,10343,"complete","1-Oct-2018 16:42","1-Oct-2018 16:53",2,1,1,2,1,4,4,4,5,4,2,5,3,1,4,5,"Merkfähigkeit",1,73,6,"566.0",0.09773397038485485,0.15758084686362644
"dkbCiWWJmIZ9sT0fP5ASIdZiLe62n3rnQc0sHSDyH2QCtpJecpIdcEy83D019o9kiPFn0z2y9ADp7bk6kFxc1VO8LOFDQ-A5mMJQIPm0yh41","2018-10-01T17:46:07Z",10,10,-40,-93,0.0987538729824959,0.157490635497047,10283,"complete","1-Oct-2018 16:33","1-Oct-2018 16:52",3,5,5,4,5,5,1,3,5,3,1,4,2,3,5,5,NA,1,36,3,"1149.0",0.09875387298249588,0.15749063549704692
"Eq_5AJ6l6Y8lLX5LqXq-YJmjxdVWtbuh7YsZVJyJ8KzLatsFQWdbkmBey4HIg-1CeXqL_bcsmg2IvIRlW1iNiQCIVcCl8l7XygE-0vG42kE1","2018-10-01T17:46:45Z",8,9,-41,-95,0.0961636557583887,0.155850811380048,10396,"complete","1-Oct-2018 16:45","1-Oct-2018 16:58",2,3,7,5,5,5,1,6,4,3,4,3,3,3,4,5,"Ob ich mir die Bilder generell anschaue, bzw. welche ich noch in Erinnerung habe",1,68,6,"723.0",0.09616365575838871,0.15585081138004755
"hASJHy0aT53CpUZiR2VSnfYyJ5_jb_9rXaCiIjNKHUN6qcC9E6Fc9MlehE1Zk8mHZTemGNPEETQkY4Q8L1pWguytaf9YBGwD0LY__KsLEZQ1","2018-10-01T17:50:17Z",8,9,-42,-97,0.0946937606556638,0.154236316848281,10745,"complete","1-Oct-2018 16:48","1-Oct-2018 16:57",1,3,3,3,6,1,1,5,6,5,4,5,2,5,5,5,"Das Gedächnis",2,67,6,"517.0",0.09469376065566382,0.15423631684828124
"Sl0Ac9a20e92zCvrE5hX226QMH8bkxcvgI8gArzkBdWrVff4n7ev0UodFyTgnSlqobRbx2yKAAbOmvmLhISOnLXE4okMBeF94WKF2DbWH7E1","2018-10-01T17:50:41Z",13,12,-40,-94,0.0968787008128263,0.157255881425148,10771,"complete","1-Oct-2018 16:40","1-Oct-2018 16:59",1,5,6,6,6,6,1,6,6,3,3,4,4,3,4,5,NA,2,59,5,"1025.0",0.09687870081282622,0.15725588142514757
"RCgLmtYGkVCgcc73HVIs0y7Xat5xrfC1JpD0nwVJyImk7RG1XRtwaWh86H38l7uybwUaJmCqVjSzn0_djsDhDvWDW1Ly43g0TvktXR229Io1","2018-10-01T17:53:29Z",13,10,-40,-91,0.099151550700216,0.157166171811941,10418,"complete","1-Oct-2018 16:51","1-Oct-2018 17:01",4,3,3,4,5,5,1,5,5,4,2,4,2,1,5,4,NA,1,74,6,"533.0",0.09915155070021602,0.15716617181194142
"xiQkq1wN6k9FaXpm6lANhg5bIphX-DsWnHs8n9uYMcbjj7p3mOPS8M7V8rNMj50jK3w-VXjLLNsFrm9osx_KUWsJkWXjWx8gNfolYi12DBc1","2018-10-01T17:59:48Z",11,7,-43,-90,0.0998762809450103,0.15254436032267,10937,"complete","1-Oct-2018 16:57","1-Oct-2018 17:07",3,2,6,6,6,5,5,5,4,2,3,3,3,4,3,4,NA,1,73,6,"547.0",0.09987628094501033,0.15254436032266977
"TPCcXJOVruKipgzf42e0D7IbF0yyQPEk1nXXJkquxXJ_ngR43Q7weCnXIcKhj9cBKaqJMSE2v22n6ZwB3l3yG5mtHLV977wDcM1g1a5edpg1","2018-10-01T18:02:14Z",13,10,-43,-87,0.1022639161233524,0.152457388403249,10413,"complete","1-Oct-2018 16:59","1-Oct-2018 17:09",3,2,7,7,4,6,3,6,4,3,2,2,3,3,2,5,NA,2,70,6,"553.0",0.10226391612335241,0.15245738840324852
"FyAdQBugc_Ml1sCNl6fAU9lo7OfWKAtKIXIkDRyeOrJMlbwI8hV_tNRS49yrn99s45JiMMSpA9wF5v6n055Wix7EVM6CBztbddU6PaGyspw1","2018-10-01T18:05:55Z",9,12,-41,-88,0.1014079373167347,0.15542403053943,10316,"complete","1-Oct-2018 17:02","1-Oct-2018 17:12",4,2,5,5,6,6,5,6,3,2,4,2,4,4,3,5,NA,2,36,3,"575.0",0.10140793731673457,0.15542403053943007
"UZTtKNMk_Ndwk6oi-TAYANV_862_4yy46WQMb_QkpXDobaCpZvpkFQLHWbNIDs4B37w0czufo33eFZOnZcrBnS96vtrYebu9woljz-U0NtM1","2018-10-01T18:07:26Z",10,14,-37,-88,0.1013499648833399,0.161764377094665,10292,"complete","1-Oct-2018 17:04","1-Oct-2018 17:14",1,4,5,4,1,6,2,1,7,5,1,5,1,1,1,5,NA,2,66,6,"538.0",0.1013499648833399,0.1617643770946649
"KrdFw44RhZr4-8gaPy3QfShy8wCRoklOEPR0CM1VgBG0LdA1Poj-d4XdNj_2D_tkIbfPtZuD1KxtGQVif85ld0glSxnlMBxoAtoziFsw00g1","2018-10-01T18:09:54Z",10,11,-36,-88,0.1012920795966306,0.163322539993241,10535,"complete","1-Oct-2018 17:07","1-Oct-2018 17:17",3,3,6,5,5,5,2,5,5,4,3,3,3,3,4,5,"weiss nivht",1,67,6,"548.0",0.1012920795966306,0.16332253999324112
"viNm-ZOngKhSsIjYk-B0ELNkHOkOxgc8H_dSMkP4XfyrndKWggxQF91yMakk5uUY7PsgiVqPOJ4Sd1A1efGrFljMOGB178LLkVKDCiHJYgY1","2018-10-01T18:13:04Z",6,8,-38,-92,0.0982317163354279,0.159990879276687,10796,"complete","1-Oct-2018 17:12","1-Oct-2018 17:20",3,4,5,5,5,4,3,4,5,3,3,3,2,3,4,5,"Wahrnehmung",2,49,4,"458.0",0.09823171633542795,0.15999087927668698
"JH742TiDhiLINmDQpxZDk9Ud_FKDC_Swk5kciAix952n7UVlHjYYnwgZ2ZkMgcj-BVDxQHR4wPJ3vTTZWM2-yBVjdZF0J3icXZNeDCch_p41","2018-10-01T18:16:44Z",10,11,-37,-92,0.0981757450405656,0.161523083045835,10954,"complete","1-Oct-2018 17:13","1-Oct-2018 17:26",2,5,5,5,4,5,2,4,3,4,2,4,3,3,3,5,"Reihenfolge",1,76,6,"666.0",0.0981757450405656,0.16152308304583524
"bcfRQvFXZY-7tMX2BzkdxxlsXDeLXZGYDASEbU54F1v7ew7i3H99nmEb41LgWthd7tbhXGQ4SDiQU80MkooBGQ3EZm22h1HtR0V_nCdr-jo1","2018-10-01T18:21:05Z",11,14,-33,-91,0.098888754542758,0.168236640650073,10318,"complete","1-Oct-2018 17:17","1-Oct-2018 17:27",2,4,3,4,6,6,2,7,6,4,2,4,5,2,3,5,NA,1,49,4,"586.0",0.09888875454275799,0.16823664065007293
"0S5cxIMsqAcYqYOgxpUeZyuJ-5KopPkYTEQWVXOkP1SYUdyPIdxPjvMiYQ7ob9yLz5EiJDBgb2jks5LCf6BaUhb1plywyjMt9HNIB7p11301","2018-10-01T18:26:13Z",8,10,-33,-93,0.098420357218591,0.168141733834742,10523,"complete","1-Oct-2018 17:24","1-Oct-2018 17:33",2,2,7,7,6,5,3,4,6,5,3,5,3,3,5,5,NA,1,73,6,"496.0",0.09842035721859096,0.16814173383474135
"UyQq3oN7mA37OqPztU3imKBYKvYp3Yi0rRwCtF0_eZ9lm0t8esKR6J6pcnhpNrjKtfeR3x5MKehhj-lorP51wRuHIOlK2_pyXvunPP0IAyY1","2018-10-01T18:28:22Z",12,13,-30,-91,0.0988302113163894,0.173404669436486,10545,"complete","1-Oct-2018 17:27","1-Oct-2018 17:34",5,5,7,7,7,7,1,7,7,4,4,1,4,2,5,5,"die emotionen und die gefühle",2,39,3,"429.0",0.0988302113163894,0.17340466943648583
"l96PO6JrHOV8WH2AfM4YIxYnBzSnMVKhrsYrOiu1fCiOlCrZE6DK3ibWBt6lpARVLv8EpJwDC-HQaFJoRKwm4o1s_yD416W9DOcJe4hAFrg1","2018-10-01T18:28:24Z",8,12,-28,-93,0.0983631389911757,0.177006446118485,10302,"complete","1-Oct-2018 17:27","1-Oct-2018 17:49",2,4,6,5,4,5,3,4,4,4,3,4,4,3,4,3,"verhalten von menschen?",1,40,3,"1317.0",0.09836313899117566,0.17700644611848482
"PjDN3vkOgQ3RWC4IK0EvAl7btomOdV9R7hhcEGcBA1ZRog-AR1RPL7GJjSTwg6N5Hk2UoRlgn--Bq13IgxsYeMudGcnqzzp__0pnMcfjSpI1","2018-10-01T18:40:07Z",12,11,-27,-91,0.0987718035326171,0.178794639704069,10367,"complete","1-Oct-2018 17:38","1-Oct-2018 17:47",3,2,6,6,6,4,4,6,4,3,5,3,3,4,3,5,NA,2,70,6,"502.0",0.09877180353261707,0.17879463970406934
"_pvRF1fz3gLNcAgcih5iI1hHxi2HOmfdcpytSK3eqwj5UIv00fWiBzC0CDFQIpWK1RNrXNAzldFsuAQgHLzc5V1Ru_MMkm_fD21ap9WiDfQ1","2018-10-01T18:45:28Z",6,5,-32,-95,0.0958383242830206,0.169705361362976,10352,"complete","1-Oct-2018 17:43","1-Oct-2018 17:53",2,3,4,3,2,2,2,2,5,4,2,5,3,2,4,5,"Was hat man im Lebenerlebr und kann man das verarbeitten",1,69,6,"544.0",0.09583832428302064,0.16970536136297615
"pcR-MQAzFaOQ7LMoGTo658JZ4ASXm16iAlM9QLio716W9LdlGa44qzANVg9uYNLTMhc-6R5ye7ALUsFTbkkMyllteoojnjVne_7tyYBxwUQ1","2018-10-01T18:48:13Z",11,9,-33,-94,0.096522477599471,0.167878925807018,10541,"complete","1-Oct-2018 17:46","1-Oct-2018 17:55",3,5,7,7,7,6,6,6,5,2,3,3,3,4,3,5,"ob ich aufgepasst habe und gemerkt habe dass manche Bilder 2 mal vorkamen. Oder es geht um GewaltBilder und normale Bilder",2,54,4,"528.0",0.09652247759947102,0.16787892580701794
"dzVW7L67J5NBziOiIyEHVpOz3TldXBK2MIp0QmusRi3jc2SYAdqZb24X_Cwlap4iYBfeoZhnt2MreN9V2BQO1EYqyhK4LKYbEoJvanE1vqs1","2018-10-01T18:50:30Z",10,9,-34,-94,0.0964679027748117,0.1660813633219,10375,"complete","1-Oct-2018 17:48","1-Oct-2018 17:58",1,4,5,5,4,4,2,3,6,4,2,4,2,2,4,5,"Reaktion auf die verschiedenen Motive",1,77,6,"596.0",0.09646790277481182,0.16608136332190004
"Qa_NoU-xw-w7IYMGTKK7SR2-YhaTEZQGSwsac-ThMrIfLh4cbPd-SRv0V-nmEs3CWMI7Uh_SlBx4h0HTuZERp5wYSifDp4Ngx5GgLpTjiDE1","2018-10-01T18:52:44Z",10,10,-34,-94,0.0964134094497586,0.165988190049094,10374,"complete","1-Oct-2018 17:49","1-Oct-2018 18:00",2,3,5,5,3,5,1,2,4,4,2,3,2,2,4,5,"keine Ahnung",1,71,6,"595.0",0.0964134094497586,0.16598819004909385
"4cmHCvDE1j4-30zA-GqynC0RbHN1RVapTjdbarG6OViHjRotwtTDuicCkxQew2R_QTHSKf8VQ5IgL2SL6-3IETJtjuvlte5HnRG6wxcUS1w1","2018-10-01T19:03:42Z",12,8,-36,-92,0.0978744000944436,0.16258146554546,10312,"complete","1-Oct-2018 18:02","1-Oct-2018 18:11",4,4,6,5,3,5,4,2,2,4,2,5,2,2,4,4,NA,2,68,6,"517.0",0.09787440009444356,0.16258146554545952
"8Z1100Q-PlL7Qq7bAAwQdfOg_bs-uK_r0-nZfJmcCLTS5UaQqdFHqDNW1PuOd-0TGg0OU5DA9kmRKDZj7jnD8sJQvUF8M8scNxTFclQWIQU1","2018-10-01T19:08:30Z",9,11,-35,-93,0.0970771497828639,0.16414934950687,10405,"complete","1-Oct-2018 18:07","1-Oct-2018 18:16",2,2,4,4,2,4,1,4,5,3,1,5,2,2,4,5,"keine Ahnung",1,76,6,"500.0",0.09707714978286387,0.16414934950686955
"1HMEV6m1sVnxLmkV3OmxtfI9B7vznmzc3o5I1ERKcjOhJJy6VInCs1UbSj8iZxwie6f-mJz157xZCnj0B3tpvEG48FwgSkadpYxcswdy5hU1","2018-10-01T19:08:55Z",6,12,-33,-97,0.0942266479902762,0.16746117042835101,10315,"complete","1-Oct-2018 18:07","1-Oct-2018 18:15",2,3,5,5,3,4,2,2,6,4,3,5,1,2,5,5,"Stimmungswechsel bei Betracht von Bildern.",1,49,4,"482.0",0.09422664799027625,0.16746117042835099
"k06kdhRbG6z577BbFWyv8zg2JO7bjfGlhk4uxTBqaqOwI1anPe7Yty9FjiIMsSEZbbJSYISBcmnpJkq3EGB2blcZRWxYuA5qUAKdkouUmZ81","2018-10-01T19:28:02Z",10,13,-30,-97,0.0941736435385595,0.172684048822031,11111,"complete","1-Oct-2018 18:23","1-Oct-2018 18:35",3,3,6,6,7,5,4,5,2,2,5,2,5,5,1,5,"weisnicht",2,64,5,"711.0",0.09417364353855949,0.17268404882203106
"ix1HOJusVNsVTL7H6NXzNLKJFuDCv8sxeklp5A_lN0bUw0LLzWhaEl365Yd9HA-QoBkC2R3qI_5-w2WJ0paTMm1jq2hD68qd8MHqMHu2kAE1","2018-10-01T19:34:18Z",6,8,-32,-101,0.0914662192248817,0.169069535185429,10384,"complete","1-Oct-2018 18:32","1-Oct-2018 18:40",3,4,3,3,6,3,2,5,1,1,4,1,4,4,1,5,NA,1,51,4,"500.0",0.09146621922488168,0.1690695351854285
"95BNahZYDNV9EJgnQ1cXt1xnbekbQfZa8zwcUFIZQs6cJLm1BDiRYCubJfKWrrcBhO2X1bDk2KYM-yWbvEWRGx0D-4ycYh1jCyna_EATxmY1","2018-10-01T19:48:05Z",6,8,-34,-105,0.0888921813358477,0.165568537008584,10474,"complete","1-Oct-2018 18:47","1-Oct-2018 18:54",3,5,7,7,7,7,7,7,7,5,5,5,5,5,5,5,NA,2,83,6,"415.0",0.08889218133584767,0.16556853700858398
"IiAzzCseMOGJKAHSH5dPhC0H133HDH3KOSlIngcM-Hc4FYFOkI0l60EPsWDQM5Bu8UzeYtyVF5EGsy8N2KN6Q5zdV5U7XO9tpwInyEd72MA1","2018-10-01T19:49:25Z",14,8,-36,-101,0.0915703114680638,0.162176631429768,10383,"complete","1-Oct-2018 18:47","1-Oct-2018 18:55",1,1,7,7,4,6,1,6,6,4,3,4,3,2,4,5,NA,2,66,6,"481.0",0.09157031146806376,0.16217663142976793
"E6eNc3M_29OwSI5URr3F-sLBuMERKi_M_KJtw6Z2JleWuczRCLKjq6y0lxiqcrfu9ABKNzG9MJ7ToIk3AOO6xXMYhUg3gl4vbGsxFQHdOE81","2018-10-01T19:49:26Z",10,10,-36,-101,0.0915190269350249,0.162086185968918,10454,"complete","1-Oct-2018 18:48","1-Oct-2018 18:55",2,3,6,5,3,5,4,5,3,3,3,3,3,3,3,5,NA,1,63,5,"421.0",0.09151902693502485,0.1620861859689182
"8qWhGotuNztwFlymL-vzEH79WXDlBCKyJzXkqN3ajga2W6mhFzt16MboFy30fMnl1ZgnzBax24S-hWegsAiFpsb3chIj6-5uJHkm_a5-rkE1","2018-10-01T19:49:30Z",13,9,-37,-98,0.0935793703921639,0.16038059443597,10659,"complete","1-Oct-2018 18:45","1-Oct-2018 18:59",2,4,6,5,5,6,2,3,4,3,2,4,4,4,5,5,"Reaktion auf Horror und auch auf sympatische Fotos.",1,66,6,"714.0",0.09357937039216385,0.16038059443597003
"E_nq0SSf7yO4F6v96NLS5eDJOLQz0j16FiJegWUWtrT-_wcr-fLPnRh3cfIOWemSh4j3M-qqmRNBjNpeXKpxE_cWGm1eOl40SjVhIwIRpFE1","2018-10-01T19:52:21Z",8,14,-33,-100,0.092176061852348,0.167004625688221,10620,"complete","1-Oct-2018 18:49","1-Oct-2018 19:00",1,4,5,5,7,3,3,3,4,3,2,4,2,4,3,5,"ich weiss nicht",1,70,6,"568.0",0.09217606185234804,0.16700462568822108
"qBiyT0PebAQJ0R6smVJ6wi5AH-wsz-gd3MytNEtgrr06bKfwLgfzWHZrC_QH01WHTIioCAXVmsKnXfSxuEJxDSdipARRa_X2aIlYPw3nHow1","2018-10-01T20:33:40Z",8,9,-34,-102,0.0908073223758342,0.165222862381009,10431,"complete","1-Oct-2018 19:32","1-Oct-2018 19:39",3,5,6,5,6,6,3,6,4,3,2,3,2,2,2,5,NA,1,50,4,"421.0",0.09080732237583418,0.16522286238100942
"_ii6SRKxvzpJbr2Awhht35BopUvKRrwBHAz2Xl7pM6tR6jRF6opW7LVyEyUEg317hBeV-GQMxMCApKk01MndcA78bm3D_Z9jhsQh4gl1jsg1","2018-10-01T20:40:19Z",7,11,-33,-105,0.0888615109956206,0.166829465851767,10581,"complete","1-Oct-2018 19:38","1-Oct-2018 19:46",3,4,5,5,6,6,4,6,2,1,3,1,3,4,1,5,"Bilder , die sich gegenseitig beeinflussen",2,35,3,"467.0",0.08886151099562056,0.16682946585176717
"-rNRzOCZK8Y5Bru9lE0CSBja92ov9lNk6iiJovG5W-1D_skCODWsxBLMjs5ZWcwELPv50G32sFUqS5bdV5ixDiEouDBoBXS3F9m2OSNJlr41","2018-10-01T20:52:08Z",6,8,-35,-109,0.086414926033999,0.16339938643273,10514,"complete","1-Oct-2018 19:49","1-Oct-2018 20:00",1,4,5,4,4,3,1,4,6,4,3,4,3,2,4,5,"keine ahnung",1,61,5,"583.0",0.08641492603399889,0.16339938643272972
"ftWu8fnxue3g3UN1v-pMEY6DuyIDLzVe6LhI5frKtMeoh79Y0LzP45Yv9R2aUZJqXqy3AxGxDtIHyEDJ23IZMNFa0V-9o21CGCk9nAkv0oA1","2018-10-01T20:56:32Z",10,11,-34,-109,0.0863668706256477,0.164979141877399,10475,"complete","1-Oct-2018 19:55","1-Oct-2018 20:07",1,3,3,4,5,4,4,3,4,3,4,4,3,2,4,3,"kein",1,54,4,"659.0",0.0863668706256477,0.164979141877399
